"SNo.","Procedure Name","Speciality Classification","Tier","Facility","Ward","Cghs Code No.","Rate (₹)"
"1293","Gastric Emptying","Gastro and Hepatobiliary/Nuclear Medicine Investigation","TIER I","NON NABH","SEMI PRIVATE WARD","GI005","2125.00"
"1294","Hepatosplenic scintigraphy with Technetium-99m radiopharmaceuticals","Gastro and Hepatobiliary/Nuclear Medicine Investigation","TIER I","NON NABH","SEMI PRIVATE WARD","GI006","4250.00"
"1295","Diagnostic Angiography","Gastroenterology/Interventional Radiology Investigation","TIER I","NON NABH","SEMI PRIVATE WARD","GI007","7820.00"
"1296","Oesophageal pH metry","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","GI008","7820.00"
"1297","Oesophageal Manometry","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","GI009","7820.00"
"1298","Small Bowel Manometry","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","GI010","8500.00"
"1299","Anorectal manometry","Gastroenterology / Endoscopic Investigation","TIER I","NON NABH","SEMI PRIVATE WARD","GI011","36550.00"
"1300","Colonic manometry","Gastroenterology / Endoscopic Investigation","TIER I","NON NABH","SEMI PRIVATE WARD","GI012","29750.00"
"1301","Biliary Manometry","Gastroenterology / Endoscopic Investigation","TIER I","NON NABH","SEMI PRIVATE WARD","GI013","36550.00"
"1302","Breath Tests (Urea breath test/ H. pylori breath test)/RUT","Gastroenterology / Endoscopic Investigation","TIER I","NON NABH","SEMI PRIVATE WARD","GI014","2457.00"
"1303","Gastroscopy/Upper GI Endoscopy with or without Biopsy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG001","3400.00"
"1304","Lower GI Endoscopy(Colonoscopy/Sigmoidoscopy) with or without Biopsy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG002","5100.00"
"1305","Endoscopic mucosal resection","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG003","11390.00"
"1306","Endoscopic Polypectomy - GIT","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG004","17000.00"
"1307","Oesophageal Stricture dilatation","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG005","7820.00"
"1308","Balloon dilatation of achalasia cardia","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG006","11390.00"
"1309","Gastrointestinal (GIT) Foreign body removal","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG007","17000.00"
"1310","Oesophageal stenting excluding the cost of stent","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG008","11390.00"
"1311","Band ligation of oesophageal varices","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG009","7225.00"
"1312","Sclerotherapy of oesophageal varices","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG010","7225.00"
"1313","Glue injection of varices","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG011","11390.00"
"1314","Argon plasma coagulation","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG012","7820.00"
"1315","Pyloric balloon dilatation","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG013","7225.00"
"1316","Enteral stenting excluding cost of the stent","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG014","17000.00"
"1317","Duodenal stricture dilation","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG015","7225.00"
"1318","Single balloon enteroscopy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG016","11390.00"
"1319","Double balloon enteroscopy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG017","17000.00"
"1320","Capsule endoscopy excluding the cost of capsule","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG018","11390.00"
"1321","Piles banding","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG019","4250.00"
"1322","Colonic stricture dilatation","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG020","7225.00"
"1323","Hot biopsy forceps procedures","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG021","7225.00"
"1324","Colonic stenting excluding cost of the stent","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG022","11390.00"
"1325","Junction biopsy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG023","4250.00"
"1326","Conjugal microscopy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG024","7225.00"
"1327","ERCP (Endoscopic Retrograde Cholangio -Pancreatography) Diagnostic","Gastro and Hepatobiliary Investigation","TIER I","NON NABH","SEMI PRIVATE WARD","MG025","11390.00"
"1328","Endoscopic sphincterotomy by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG026","17000.00"
"1329","Common Bile Duct (CBD) stone extraction by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG027","17000.00"
"1330","Common Bile Duct (CBD) stricture dilatation by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG028","17000.00"
"1331","Biliary stenting (plastic and metallic) by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG029","17000.00"
"1332","Mechanical lithotripsy of CBD stones by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG030","29750.00"
"1333","Pancreatic sphincterotomy by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG031","17000.00"
"1334","Pancreatic stricture dilatation by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG032","17000.00"
"1335","Pancreatic stone extraction by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG033","17000.00"
"1336","Mechanical lithotripsy of pancreatic stones","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG034","29750.00"
"1337","Endoscopic cysto gastrostomy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG035","17000.00"
"1338","Balloon dilatation of papilla","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG036","17000.00"
"1339","Percutaneous Transhepatic Biliary Drainage (PTBD)","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG037","17000.00"
"1340","Vascular Embolization","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG038","36550.00"
"1341","Transjugular Intrahepatic Portosystemic Shunt (TIPS)","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG039","45050.00"
"1342","Inferior Vena Cava (IVC) Venography and Hepatic Vein (HV Venography)","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG040","36550.00"
"1343","Muscular Stenting","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG041","45050.00"
"1344","Balloon-Occluded Retrograde Intravenous Obliteration (BRTO)","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG042","45050.00"
"1345","Portal Haemodynamic Studies","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG043","7225.00"
"1346","Sengstaken Blakemore (SB) Tube Tamponade","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG044","7820.00"
"1347","Lintas Machles Tube Tempode","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG045","5100.00"
"1348","EUS (Endoscopic Ultrasound) guided FNAC Excluding the cost of the Needle","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","SEMI PRIVATE WARD","MG046","14025.00"
"1349","Atresia of Oesophagus and Tracheo Oesophageal Fistula","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG001","45050.00"
"1350","Operations for Replacement of Oesophagus by Colon / Colon-Inter position or Replacement of Oesophagus","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG002","45050.00"
"1351","Heller-s Operation","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG003","36550.00"
"1352","Oesophageal Intubation (Mousseau Barbin Tube)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG004","23375.00"
"1353","Achalasia Cardia Transthoracic","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG005","36550.00"
"1354","Achalasia Cardia Abdominal","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG006","36550.00"
"1355","Pyloromyotomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG007","23375.00"
"1356","Gastrostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG008","23375.00"
"1357","Simple Closure of Perforated peptic Ulcer","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG009","29750.00"
"1358","Vagotomy Pyloroplasty / Gastro Jejunostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG010","36550.00"
"1359","Duodenojejunostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG011","45050.00"
"1360","Partial/Subtotal Gastrectomy for Ulcer","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG012","45050.00"
"1361","Operation for Bleeding Peptic Ulcer","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG013","36550.00"
"1362","Operation for Gastrojejunal Ulcer","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG014","36550.00"
"1363","Highly Selective Vagotomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG015","45050.00"
"1364","Selective Vagotomy & Drainage","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG016","45050.00"
"1365","Exploratory Laparotomy (Open)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG017","23375.00"
"1366","Congenital Diaphragmatic Hernia","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG018","36550.00"
"1367","Hiatus Hernia Repair- Abdominal (excluding cost of mesh and tacker if used)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG019","30855.00"
"1368","Hiatus Hernia Repair- Transthoracic (excluding cost of mesh and tacker if used)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG020","30855.00"
"1369","Epigastric Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG021","23375.00"
"1370","Umbilical Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG022","29750.00"
"1371","Ventral /incisional Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG023","29750.00"
"1372","Inguinal Hernia Herniorrhaphy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG024","24310.00"
"1373","Inguinal Hernia - Hernioplasty excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG025","29750.00"
"1374","Femoral Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG026","29750.00"
"1375","Rare Hernias Repair (Spigelian, Obturator, Lumbar, Sciatic) - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG027","36550.00"
"1376","Splenectomy - For Trauma","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG028","45050.00"
"1377","Splenectomy - For Hypersplenism","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG029","53550.00"
"1378","Splenorenal Anastomosis","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG030","45050.00"
"1379","Portocaval Anastomosis","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG031","53550.00"
"1380","Direct Operation on Oesophagus for Portal Hypertension","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG032","45050.00"
"1381","Mesentericocaval Anastomosis","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG033","36550.00"
"1382","Warren Shunt (Distal Splenorenal Shunt)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG034","45050.00"
"1383","Pancreaticoduodenectomy (Whipple's procedure)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG035","45050.00"
"1384","Cystojejunostomy or Cystogastrostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG036","36550.00"
"1385","Cholecystectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG037","29750.00"
"1386","Cholecystectomy & Exploration of CBD","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG038","30855.00"
"1387","Repair of Common Bile Duct (CBD)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG039","36550.00"
"1388","Cholecystostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG040","22440.00"
"1389","Operation for Hydatid Cyst of Liver","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG041","25245.00"
"1390","Hepatic Resections (Lobectomy /Hepatectomy)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG042","30855.00"
"1391","Operation on Adrenal Glands - Bilateral","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG043","53550.00"
"1392","Operation on Adrenal Glands - Unilateral","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG044","36550.00"
"1393","Appendicectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG045","17765.00"
"1394","Appendicular Abscess - Drainage","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG046","29750.00"
"1395","Mesenteric Cyst- Excision","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG047","29750.00"
"1396","Diagnostic Peritonioscopy/Laparoscopy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG048","17000.00"
"1397","Jejunostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG049","29750.00"
"1398","Ileostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG050","29750.00"
"1399","Resection & Anastomosis of Small Intestine","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG051","44413.00"
"1400","Duodenal Diverticulum","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG052","45050.00"
"1401","Operation for Intestinal Obstruction including resection , anastomosis, Adhesiolysis","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG053","45050.00"
"1402","Operation for Intestinal perforation including resection, anastomosis , Adhesiolysis","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG054","45050.00"
"1403","Operations for Benign Tumours of Small Intestine","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG055","45050.00"
"1404","Excision of Small Intestine Fistula","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG056","42075.00"
"1405","Operations for GI Bleed","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG057","45050.00"
"1406","Operations for Haemorrhage of Small Intestines","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG058","45050.00"
"1407","Operations of the Duplication of the Intestines - including Exploratory Laparotomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG059","38335.00"
"1408","Operations for Recurrent Intestinal Obstruction (Noble Plication & Other Operations for Adhesions)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG060","45050.00"
"1409","Ileosigmoidostomy and related resection","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG061","45050.00"
"1410","Ileotransverse Colostomy and related resection","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG062","45050.00"
"1411","Caecostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG063","29750.00"
"1412","Loop Colostomy Transverse Sigmoid","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG064","36550.00"
"1413","Terminal Colostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG065","28050.00"
"1414","Closure of Colostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG066","28050.00"
"1415","Right Hemicolectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG067","29920.00"
"1416","Left Hemicolectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG068","29920.00"
"1417","Total Colectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG069","37400.00"
"1418","Operations for Volvulus of Large Bowel","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG070","45050.00"
"1419","Operations for Sigmoid Diverticulitis","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG071","36550.00"
"1420","Fissure in Ano with Internal sphincterotomy with fissurectomy.","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG072","29750.00"
"1421","Fissure in Ano - Fissurectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG073","23375.00"
"1422","Rectal Polyp-Excision","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG074","12810.00"
"1423","Fistula in Ano - High Fistulectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG075","29750.00"
"1424","Fistula in Ano - Low Fistulectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG076","21505.00"
"1425","Prolapse Rectum - Thiersch Wiring","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG077","23375.00"
"1426","Prolapse Rectum - Rectopexy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG078","13090.00"
"1427","Excision of Pilonidal Sinus (open)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG079","20570.00"
"1428","Excision of Pilonidal Sinus with closure","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG080","23375.00"
"1429","Abdomino-Perineal Excision of Rectum","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG081","45050.00"
"1430","Anterior Resection of Rectum","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG082","53550.00"
"1431","Pull Through Abdominal Resection","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG083","45050.00"
"1432","Retro Peritoneal Tumour Removal","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG084","45050.00"
"1433","Laparoscopic Fundoplication","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG085","53550.00"
"1434","Laparoscopic Splenectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG086","53550.00"
"1435","Laparoscopic Removal of hydatid cyst","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG087","53550.00"
"1436","Laparoscopic Treatment of Pseudo Pancreatic cyst","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG088","53550.00"
"1437","Laparoscopic Whipple's operation (Laparoscopic Pancreaticoduodenectomy)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG089","45050.00"
"1438","Laparoscopic GI bypass operation","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG090","53550.00"
"1439","Laparoscopic Total Colectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG091","53550.00"
"1440","Laparoscopic Hemicolectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG092","45050.00"
"1441","Laparoscopic Anterior Resection (of Intestine/Rectum)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG093","53550.00"
"1442","Laparoscopic Cholecystectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG094","30855.00"
"1443","Laparoscopic Appendectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG095","28050.00"
"1444","Laparoscopic Hernia - Inguinoplasty (excluding the cost of Tacker and Mesh)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG096","32725.00"
"1445","Laparoscopic Ventral Hernia Repair (excluding the cost of Tacker and Mesh)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG097","32725.00"
"1446","Laparoscopic Paraumbilical Hernia Repair (excluding the cost of Tacker and Mesh)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG098","32725.00"
"1447","Laparoscopic Adrenalectomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","AG099","53550.00"
"1448","Diaphragmatic Hernia Repair (Thoracic or Abdominal Approach)","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS001","45050.00"
"1449","Tracheoesophageal Fistula (Correction Surgery)","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS002","45050.00"
"1450","Colon Replacement of Oesophagus","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS003","36550.00"
"1451","Omphalomesenteric Cyst Excision","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS004","36550.00"
"1452","Omphalomesenteric Duct- Excision","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS005","36550.00"
"1453","Omphalocele 1st Stage (Hernia Repair)","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS006","29750.00"
"1454","Omphalocele 2nd Stage (Hernia Repair)","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS007","29750.00"
"1455","Gastroschisis Repair","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS008","36550.00"
"1456","Inguinal Herniotomy","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS009","29750.00"
"1457","Congenital Hydrocele","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS010","29750.00"
"1458","Hydrocele of Cord","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS011","23375.00"
"1459","Torsion Testis Operation","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS012","29750.00"
"1460","Congenital Pyloric Stenosis- operation","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS013","29750.00"
"1461","Duodenal Atresia Operation","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS014","36550.00"
"1462","Pancreatic Ring Operation","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS015","45050.00"
"1463","Meconium Ileus Operation","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS016","36550.00"
"1464","Malrotation of Intestines Operation","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS017","36550.00"
"1465","Rectal Biopsy (Megacolon)","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS018","17000.00"
"1466","Colostomy Transverse","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS019","36550.00"
"1467","Colostomy Left Iliac","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS020","36550.00"
"1468","Abdominal Perineal Pull Through (Hirschsprung's Disease)","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS021","45050.00"
"1469","Imperforate Anus Low Anomaly -Cut Back Operation","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS022","23375.00"
"1470","Imperforate Anus Low Anomaly - Perineal Anoplasty","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS023","29750.00"
"1471","Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull Through","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS024","45050.00"
"1472","Imperforate Anus High Anomaly - Closure of Colostomy","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS025","29750.00"
"1473","Intussusception Operation","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS026","36550.00"
"1474","Choledochoduodenostomy for Atresia of Extra Hepatic Biliary Duct","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS027","45050.00"
"1475","Operation of Choledochal Cyst","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS028","45050.00"
"1476","Nephrectomy for -Pyonephrosis","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS029","36550.00"
"1477","Nephrectomy for - Hydronephrosis","Paediatric Surgery Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","PS030","36550.00"
