"SNo.","Procedure Name","Speciality Classification","Tier","Facility","Ward","Cghs Code No.","Rate (₹)"
"1309","Gastrointestinal (GIT) Foreign body removal","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG007","18000.00"
"1310","Oesophageal stenting excluding the cost of stent","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG008","12060.00"
"1311","Band ligation of oesophageal varices","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG009","7650.00"
"1312","Sclerotherapy of oesophageal varices","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG010","7650.00"
"1313","Glue injection of varices","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG011","12060.00"
"1314","Argon plasma coagulation","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG012","8280.00"
"1315","Pyloric balloon dilatation","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG013","7650.00"
"1316","Enteral stenting excluding cost of the stent","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG014","18000.00"
"1317","Duodenal stricture dilation","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG015","7650.00"
"1318","Single balloon enteroscopy","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG016","12060.00"
"1319","Double balloon enteroscopy","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG017","18000.00"
"1320","Capsule endoscopy excluding the cost of capsule","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG018","12060.00"
"1321","Piles banding","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG019","4500.00"
"1322","Colonic stricture dilatation","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG020","7650.00"
"1323","Hot biopsy forceps procedures","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG021","7650.00"
"1324","Colonic stenting excluding cost of the stent","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG022","12060.00"
"1325","Junction biopsy","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG023","4500.00"
"1326","Conjugal microscopy","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG024","7650.00"
"1327","ERCP (Endoscopic Retrograde Cholangio -Pancreatography) Diagnostic","Gastro and Hepatobiliary Investigation","TIER II","NABH","SEMI PRIVATE WARD","MG025","12060.00"
"1328","Endoscopic sphincterotomy by ERCP","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG026","18000.00"
"1329","Common Bile Duct (CBD) stone extraction by ERCP","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG027","18000.00"
"1330","Common Bile Duct (CBD) stricture dilatation by ERCP","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG028","18000.00"
"1331","Biliary stenting (plastic and metallic) by ERCP","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG029","18000.00"
"1332","Mechanical lithotripsy of CBD stones by ERCP","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG030","31500.00"
"1333","Pancreatic sphincterotomy by ERCP","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG031","18000.00"
"1334","Pancreatic stricture dilatation by ERCP","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG032","18000.00"
"1335","Pancreatic stone extraction by ERCP","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG033","18000.00"
"1336","Mechanical lithotripsy of pancreatic stones","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG034","31500.00"
"1337","Endoscopic cysto gastrostomy","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG035","18000.00"
"1338","Balloon dilatation of papilla","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG036","18000.00"
"1339","Percutaneous Transhepatic Biliary Drainage (PTBD)","Gastroenterology/Interventional Radiology Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG037","18000.00"
"1340","Vascular Embolization","Gastroenterology/Interventional Radiology Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG038","38700.00"
"1341","Transjugular Intrahepatic Portosystemic Shunt (TIPS)","Gastroenterology/Interventional Radiology Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG039","47700.00"
"1342","Inferior Vena Cava (IVC) Venography and Hepatic Vein (HV Venography)","Gastroenterology/Interventional Radiology Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG040","38700.00"
"1343","Muscular Stenting","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG041","47700.00"
"1344","Balloon-Occluded Retrograde Intravenous Obliteration (BRTO)","Gastroenterology/Interventional Radiology Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG042","47700.00"
"1345","Portal Haemodynamic Studies","Gastroenterology/Interventional Radiology Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG043","7650.00"
"1346","Sengstaken Blakemore (SB) Tube Tamponade","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG044","8280.00"
"1347","Lintas Machles Tube Tempode","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG045","5400.00"
"1348","EUS (Endoscopic Ultrasound) guided FNAC Excluding the cost of the Needle","Gastroenterology / Endoscopic Procedures","TIER II","NABH","SEMI PRIVATE WARD","MG046","14850.00"
"1349","Atresia of Oesophagus and Tracheo Oesophageal Fistula","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG001","47700.00"
"1350","Operations for Replacement of Oesophagus by Colon / Colon-Inter position or Replacement of Oesophagus","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG002","47700.00"
"1351","Heller-s Operation","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG003","38700.00"
"1352","Oesophageal Intubation (Mousseau Barbin Tube)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG004","24750.00"
"1353","Achalasia Cardia Transthoracic","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG005","38700.00"
"1354","Achalasia Cardia Abdominal","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG006","38700.00"
"1355","Pyloromyotomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG007","24750.00"
"1356","Gastrostomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG008","24750.00"
"1357","Simple Closure of Perforated peptic Ulcer","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG009","31500.00"
"1358","Vagotomy Pyloroplasty / Gastro Jejunostomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG010","38700.00"
"1359","Duodenojejunostomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG011","47700.00"
"1360","Partial/Subtotal Gastrectomy for Ulcer","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG012","47700.00"
"1361","Operation for Bleeding Peptic Ulcer","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG013","38700.00"
"1362","Operation for Gastrojejunal Ulcer","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG014","38700.00"
"1363","Highly Selective Vagotomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG015","47700.00"
"1364","Selective Vagotomy & Drainage","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG016","47700.00"
"1365","Exploratory Laparotomy (Open)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG017","24750.00"
"1366","Congenital Diaphragmatic Hernia","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG018","38700.00"
"1367","Hiatus Hernia Repair- Abdominal (excluding cost of mesh and tacker if used)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG019","32670.00"
"1368","Hiatus Hernia Repair- Transthoracic (excluding cost of mesh and tacker if used)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG020","32670.00"
"1369","Epigastric Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG021","24750.00"
"1370","Umbilical Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG022","31500.00"
"1371","Ventral /incisional Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG023","31500.00"
"1372","Inguinal Hernia Herniorrhaphy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG024","25740.00"
"1373","Inguinal Hernia - Hernioplasty excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG025","31500.00"
"1374","Femoral Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG026","31500.00"
"1375","Rare Hernias Repair (Spigelian, Obturator, Lumbar, Sciatic) - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG027","38700.00"
"1376","Splenectomy - For Trauma","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG028","47700.00"
"1377","Splenectomy - For Hypersplenism","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG029","56700.00"
"1378","Splenorenal Anastomosis","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG030","47700.00"
"1379","Portocaval Anastomosis","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG031","56700.00"
"1380","Direct Operation on Oesophagus for Portal Hypertension","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG032","47700.00"
"1381","Mesentericocaval Anastomosis","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG033","38700.00"
"1382","Warren Shunt (Distal Splenorenal Shunt)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG034","47700.00"
"1383","Pancreaticoduodenectomy (Whipple's procedure)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG035","47700.00"
"1384","Cystojejunostomy or Cystogastrostomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG036","38700.00"
"1385","Cholecystectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG037","31500.00"
"1386","Cholecystectomy & Exploration of CBD","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG038","32670.00"
"1387","Repair of Common Bile Duct (CBD)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG039","38700.00"
"1388","Cholecystostomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG040","23760.00"
"1389","Operation for Hydatid Cyst of Liver","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG041","26730.00"
"1390","Hepatic Resections (Lobectomy /Hepatectomy)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG042","32670.00"
"1391","Operation on Adrenal Glands - Bilateral","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG043","56700.00"
"1392","Operation on Adrenal Glands - Unilateral","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG044","38700.00"
"1393","Appendicectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG045","18810.00"
"1394","Appendicular Abscess - Drainage","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG046","31500.00"
"1395","Mesenteric Cyst- Excision","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG047","31500.00"
"1396","Diagnostic Peritonioscopy/Laparoscopy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG048","18000.00"
"1397","Jejunostomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG049","31500.00"
"1398","Ileostomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG050","31500.00"
"1399","Resection & Anastomosis of Small Intestine","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG051","47025.00"
"1400","Duodenal Diverticulum","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG052","47700.00"
"1401","Operation for Intestinal Obstruction including resection , anastomosis, Adhesiolysis","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG053","47700.00"
"1402","Operation for Intestinal perforation including resection, anastomosis , Adhesiolysis","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG054","47700.00"
"1403","Operations for Benign Tumours of Small Intestine","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG055","47700.00"
"1404","Excision of Small Intestine Fistula","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG056","44550.00"
"1405","Operations for GI Bleed","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG057","47700.00"
"1406","Operations for Haemorrhage of Small Intestines","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG058","47700.00"
"1407","Operations of the Duplication of the Intestines - including Exploratory Laparotomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG059","40590.00"
"1408","Operations for Recurrent Intestinal Obstruction (Noble Plication & Other Operations for Adhesions)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG060","47700.00"
"1409","Ileosigmoidostomy and related resection","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG061","47700.00"
"1410","Ileotransverse Colostomy and related resection","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG062","47700.00"
"1411","Caecostomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG063","31500.00"
"1412","Loop Colostomy Transverse Sigmoid","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG064","38700.00"
"1413","Terminal Colostomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG065","29700.00"
"1414","Closure of Colostomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG066","29700.00"
"1415","Right Hemicolectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG067","31680.00"
"1416","Left Hemicolectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG068","31680.00"
"1417","Total Colectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG069","39600.00"
"1418","Operations for Volvulus of Large Bowel","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG070","47700.00"
"1419","Operations for Sigmoid Diverticulitis","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG071","38700.00"
"1420","Fissure in Ano with Internal sphincterotomy with fissurectomy.","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG072","31500.00"
"1421","Fissure in Ano - Fissurectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG073","24750.00"
"1422","Rectal Polyp-Excision","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG074","13563.00"
"1423","Fistula in Ano - High Fistulectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG075","31500.00"
"1424","Fistula in Ano - Low Fistulectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG076","22770.00"
"1425","Prolapse Rectum - Thiersch Wiring","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG077","24750.00"
"1426","Prolapse Rectum - Rectopexy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG078","13860.00"
"1427","Excision of Pilonidal Sinus (open)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG079","21780.00"
"1428","Excision of Pilonidal Sinus with closure","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG080","24750.00"
"1429","Abdomino-Perineal Excision of Rectum","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG081","47700.00"
"1430","Anterior Resection of Rectum","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG082","56700.00"
"1431","Pull Through Abdominal Resection","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG083","47700.00"
"1432","Retro Peritoneal Tumour Removal","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG084","47700.00"
"1433","Laparoscopic Fundoplication","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG085","56700.00"
"1434","Laparoscopic Splenectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG086","56700.00"
"1435","Laparoscopic Removal of hydatid cyst","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG087","56700.00"
"1436","Laparoscopic Treatment of Pseudo Pancreatic cyst","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG088","56700.00"
"1437","Laparoscopic Whipple's operation (Laparoscopic Pancreaticoduodenectomy)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG089","47700.00"
"1438","Laparoscopic GI bypass operation","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG090","56700.00"
"1439","Laparoscopic Total Colectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG091","56700.00"
"1440","Laparoscopic Hemicolectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG092","47700.00"
"1441","Laparoscopic Anterior Resection (of Intestine/Rectum)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG093","56700.00"
"1442","Laparoscopic Cholecystectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG094","32670.00"
"1443","Laparoscopic Appendectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG095","29700.00"
"1444","Laparoscopic Hernia - Inguinoplasty (excluding the cost of Tacker and Mesh)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG096","34650.00"
"1445","Laparoscopic Ventral Hernia Repair (excluding the cost of Tacker and Mesh)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG097","34650.00"
"1446","Laparoscopic Paraumbilical Hernia Repair (excluding the cost of Tacker and Mesh)","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG098","34650.00"
"1447","Laparoscopic Adrenalectomy","Abdomen/GI Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","AG099","56700.00"
"1448","Diaphragmatic Hernia Repair (Thoracic or Abdominal Approach)","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS001","47700.00"
"1449","Tracheoesophageal Fistula (Correction Surgery)","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS002","47700.00"
"1450","Colon Replacement of Oesophagus","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS003","38700.00"
"1451","Omphalomesenteric Cyst Excision","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS004","38700.00"
"1452","Omphalomesenteric Duct- Excision","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS005","38700.00"
"1453","Omphalocele 1st Stage (Hernia Repair)","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS006","31500.00"
"1454","Omphalocele 2nd Stage (Hernia Repair)","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS007","31500.00"
"1455","Gastroschisis Repair","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS008","38700.00"
"1456","Inguinal Herniotomy","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS009","31500.00"
"1457","Congenital Hydrocele","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS010","31500.00"
"1458","Hydrocele of Cord","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS011","24750.00"
"1459","Torsion Testis Operation","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS012","31500.00"
"1460","Congenital Pyloric Stenosis- operation","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS013","31500.00"
"1461","Duodenal Atresia Operation","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS014","38700.00"
"1462","Pancreatic Ring Operation","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS015","47700.00"
"1463","Meconium Ileus Operation","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS016","38700.00"
"1464","Malrotation of Intestines Operation","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS017","38700.00"
"1465","Rectal Biopsy (Megacolon)","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS018","18000.00"
"1466","Colostomy Transverse","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS019","38700.00"
"1467","Colostomy Left Iliac","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS020","38700.00"
"1468","Abdominal Perineal Pull Through (Hirschsprung's Disease)","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS021","47700.00"
"1469","Imperforate Anus Low Anomaly -Cut Back Operation","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS022","24750.00"
"1470","Imperforate Anus Low Anomaly - Perineal Anoplasty","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS023","31500.00"
"1471","Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull Through","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS024","47700.00"
"1472","Imperforate Anus High Anomaly - Closure of Colostomy","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS025","31500.00"
"1473","Intussusception Operation","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS026","38700.00"
"1474","Choledochoduodenostomy for Atresia of Extra Hepatic Biliary Duct","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS027","47700.00"
"1475","Operation of Choledochal Cyst","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS028","47700.00"
"1476","Nephrectomy for -Pyonephrosis","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS029","38700.00"
"1477","Nephrectomy for - Hydronephrosis","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS030","38700.00"
"1478","Sacro-Coccygeal Teratoma Excision","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS031","38700.00"
"1479","Congenital Atresia & Stenosis of Small Intestine","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS032","47700.00"
"1480","Malrotation & Volvulus of the Midgut","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS033","38700.00"
"1481","Excision of Meckel-s Diverticulum","Paediatric Surgery Procedure","TIER II","NABH","SEMI PRIVATE WARD","PS034","38700.00"
"1482","Non Stress Test","Obstetrics Investigation","TIER II","NABH","SEMI PRIVATE WARD","OG001","1350.00"
"1483","Normal delivery with or without Episiotomy & P.repair/ forceps delivery /Vacuum delivery/assisted breech delivery including Routine New Born Care","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG002","31500.00"
"1484","Normal Delivery of High Risk Pregnancy(Preeclampsia/Eclampsia/GDM/Cardiac/Vascular/Renal/Pulmonary/Twin Pregnancy/RA/SLE/IVF Conception/Severe Anaemia,)","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG003","38700.00"
"1485","Caesarean Section(CS) with or without Sterilization including Routine New Born Care","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG004","47700.00"
"1486","Caesarian Delivery of High Risk Pregnancy(Preeclampsia/Eclampsia/GDM/Cardiac/Vascular/Renal/Pulmonary/Twin Pregnancy/RA/SLE/IVF Conception/Severe Anaemia)","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG005","56700.00"
"1487","Rupture Uterus Closure & Repair with Tubal Ligation","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG006","38700.00"
"1488","Perforation of Uterus after D/E Laparotomy & Closure","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG007","18000.00"
"1489","Laparotomy for Ectopic Pregnancy","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG008","31500.00"
"1490","Laparotomy peritonitis Lavage and Drainage","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG009","31500.00"
"1491","Ovarian Cystectomy - Laparoscopic.","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG010","38700.00"
"1492","Ovarian Cystectomy - Laparotomy.","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG011","31500.00"
"1493","Laparoscopic Broad Ligament Hematoma Drainage with repair","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG012","12060.00"
"1494","Exploration of perineal Haematoma & Repair","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG013","12060.00"
"1495","Exploration of abdominal Haematoma (after laparotomy/ LSCS)","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG014","24750.00"
"1496","Manual Removal of Placenta","Obstetrics And Gynaecology Procedure","TIER II","NABH","SEMI PRIVATE WARD","OG015","8280.00"
