"SNo.","Procedure Name","Speciality Classification","Tier","Facility","Ward","Cghs Code No.","Rate (₹)"
"1548","Laparoscopic treatment for stress incontinence","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG067","45150.00"
"1549","Transvaginal tapes for Stress incontinence","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG068","36750.00"
"1550","Trans-obturator tapes for Stress incontinence","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG069","45150.00"
"1551","Interventional radiographic arterial embolization/Uterine artery embolization(UAE)","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG070","36750.00"
"1552","Internal Iliac Artery ligation","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG071","8925.00"
"1553","Surgical management of PPH (Uterine compression stitches/stepwise devascularisation)/peripartum hysterectomy","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG072","21000.00"
"1554","Intra-uterine fetal blood transfusion","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG073","55650.00"
"1555","Hysteroscopy Transcervical Resection of Endometrium (TCRE)","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG074","36750.00"
"1556","Hysteroscopy Removal of Intra-Uterine Contraceptive Device (IUCD)","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG075","20000.00"
"1557","hysteroscopic resection of uterine septum","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG076","36750.00"
"1558","Diagnostic Hysteroscopy with or without endometrial Biopsy","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG077","20000.00"
"1559","Sterilization (minilap)-post partum/post abortion","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG078","9660.00"
"1560","Interval Sterilization(minilap)-BAT / Male Sterilization(Vasectomy)","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG079","21000.00"
"1561","Medical Termination of Pregnancy (MTP)- 1st Trimester with Medicine /Manual Vacuum Aspiration /Check Curettage","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG080","13400.00"
"1562","Medical Termination of Pregnancy (MTP) - 2nd Trimester /Suction and Evacuation/Dilatation and Curettage/Dilatation and expulsion","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG081","21000.00"
"1563","Insertion of IUD/IUCD/Pessary","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG082","4000.00"
"1564","Removal of IUD/IUCD/Pessary","Obstetrics And Gynaecology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","OG083","1000.00"
"1565","Ultrasound guided kidney Biopsy","Nephrology And Urology - Biopsy","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU001","9200.00"
"1566","Testicular Biopsy","Nephrology And Urology - Biopsy","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU002","13400.00"
"1567","Transrectal Ultrasound (TRUS) guided prostate biopsy","Nephrology And Urology - Biopsy","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU003","9200.00"
"1568","Uroflow Study (Uroflowmetry)","Nephrology And Urology Investigation","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU004","1000.00"
"1569","Urodynamic Study (Cystometry)","Nephrology And Urology Investigation","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU005","3000.00"
"1570","Voiding-cysto-urethrogram and retrograde urethrogram (Nephrostogram)","Nephrology And Urology Investigation","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU006","8500.00"
"1571","Fistulogram for Arteriovenous Fistula","Nephrology And Urology Investigation","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU007","9200.00"
"1572","Partial Nephrectomy -open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU008","51923.00"
"1573","Partial Nephrectomy-Laparoscopic/Endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU009","63998.00"
"1574","Nephrectomy Simple -Open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU010","76073.00"
"1575","Laparoscopic Nephrectomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU011","76073.00"
"1576","Nephrolithotomy -open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU012","51923.00"
"1577","Nephrolithotomy -Laparoscopic/endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU013","63998.00"
"1578","Pyelolithotomy-open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU014","76073.00"
"1579","Pyelolithotomy -Laparoscopic/endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU015","63998.00"
"1580","Operations for Hydronephrosis -pyeloplasty open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU016","63998.00"
"1581","Operations for Hydronephrosis -pyeloplasty Lap/endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU017","76073.00"
"1582","Operations for Hydronephrosis Endopyelotomy antegrade","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU018","51923.00"
"1583","Operations for Hydronephrosis Endopyelotomy retrograde","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU019","51923.00"
"1584","Operations for Hydronephrosis ureterocalicostomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU020","51923.00"
"1585","Operations for Hydronephrosis-Ileal ureter","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU021","63998.00"
"1586","Open Drainage of Perinephric Abscess","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU022","42263.00"
"1587","Percutaneous Drainage of Perinephric Abscess -Ultrasound guided","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU023","13400.00"
"1588","Cavernostomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU024","33206.00"
"1589","Operations for Cyst of the Kidney -open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU025","51923.00"
"1590","Operations for Cyst of the Kidney Lap/endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU026","63998.00"
"1591","Ureterolithotomy -open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU027","51923.00"
"1592","Ureterolithotomy-Lap/Endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU028","63998.00"
"1593","Nephroureterectomy open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU029","63998.00"
"1594","Operations for Ureter for -Double Ureters","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU030","63998.00"
"1595","Operations for Ureter -for Ectopia of Single Ureter","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU031","51923.00"
"1596","Operations for Vesicoureteral Reflux (VUR) -Open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU032","51923.00"
"1597","Operations for Vesicoureteral Reflux (VUR)-Lap/Endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU033","63998.00"
"1598","Operations for Vesicoureteral Reflux (VUR)/ Urinary incontinence with bulking agents","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU034","51923.00"
"1599","Ureterostomy - Cutaneous","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU035","42263.00"
"1600","Uretero-Colic anastomosis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU036","51923.00"
"1601","Formation of an Ileal Conduit","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU037","63998.00"
"1602","Ureteric Catheterisation/DJ Stenting","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU038","24150.00"
"1603","DJ stent removal","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU039","9570.00"
"1604","Biopsy of Bladder (Cystoscopic) including (Cold Cup Biopsy)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU040","13400.00"
"1605","Cysto-Litholapaxy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU041","42263.00"
"1606","Operations for Injuries of the Bladder","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU042","51923.00"
"1607","Suprapubic Drainage (Cystostomy/vesicostomy)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU043","24150.00"
"1608","Simple Cystectomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU044","51923.00"
"1609","Diverticulectomy -open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU045","51923.00"
"1610","Diverticulectomy- Lap/Endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU046","63998.00"
"1611","Diverticulectomy -Endoscopic incision of neck","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU047","42263.00"
"1612","Augmentation Cystoplasty","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU048","63998.00"
"1613","Operations for Exstrophy of the Bladder- Single stage repair","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU049","51923.00"
"1614","Operations for Exstrophy of the Bladder- Multistage repair","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU050","51923.00"
"1615","Operations for Exstrophy of the Bladder- simple cystectomy with urinary diversion","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU051","76073.00"
"1616","Repair of Ureterocele -Open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU052","51923.00"
"1617","Repair of Ureterocele -Lap/Endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU053","51923.00"
"1618","Repair of Ureterocele -Endoscopic incision","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU054","42263.00"
"1619","Vesicovaginal Fistula (VVF) Repair (Open)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU055","51923.00"
"1620","Vesicovaginal Fistula (VVF) Repair (Laparoscopic)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU056","63998.00"
"1621","Open Suprapubic Prostatectomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU057","51923.00"
"1622","Open Retropubic Prostatectomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU058","51923.00"
"1623","Transurethral Resection of Prostate (TURP)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU059","76073.00"
"1624","Urethroscopy/ Cystopanendoscopy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU060","13400.00"
"1625","Internal urethrotomy -optical","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU061","33206.00"
"1626","Internal urethrotomy -Core through urethroplasty","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU062","51923.00"
"1627","Urethral Reconstruction -End to end anastomosis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU063","51923.00"
"1628","Urethral Reconstruction - substitution urethroplasty (Transpubic urethroplasty)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU064","63998.00"
"1629","Abdomino Perineal urethroplasty","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU065","63998.00"
"1630","Posterior Urethral Valve fulguration.","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU066","42263.00"
"1631","Operations for Incontinence of Urine - Male -Open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU067","51923.00"
"1632","Operations for Incontinence of Urine - Male -Sling","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU068","63998.00"
"1633","Operations for Incontinence of Urine - Male-Bulking agent","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU069","51923.00"
"1634","Operations for Incontinence of Urine - Female -Open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU070","51923.00"
"1635","Operations for Incontinence of Urine - Female-Sling","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU071","63998.00"
"1636","Operations for Incontinence of Urine - Female-Bulking agent","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU072","51923.00"
"1637","Reduction of Paraphimosis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU073","6000.00"
"1638","Circumcision","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU074","14070.00"
"1639","Meatotomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU075","8925.00"
"1640","Meatoplasty","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU076","14070.00"
"1641","Operations for Hypospadias + Chordee Correction","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU077","42263.00"
"1642","Operations for Hypospadias - Second Stage","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU078","51923.00"
"1643","Operations for Hypospadias - One Stage Repair","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU079","51923.00"
"1644","Operations for Crippled Hypospadias","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU080","51923.00"
"1645","Operations for Epispadias -primary repair","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU081","51923.00"
"1646","Operations for Epispadias-crippled epispadias","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU082","63998.00"
"1647","Partial Amputation of the Penis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU083","42263.00"
"1648","Total amputation of the Penis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU084","51923.00"
"1649","Orchidectomy-Simple","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU085","33206.00"
"1650","Epididymectomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU086","24150.00"
"1651","Operations for Hydrocele - Unilateral","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU087","33206.00"
"1652","Operations for Hydrocele - Bilateral","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU088","42263.00"
"1653","Operation for Torsion of Testis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU089","33206.00"
"1654","Micro-surgical Vasovasostomy /Vaso epididymal anastomosis .","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU090","33206.00"
"1655","Operations for Varicocele Unilateral Microsurgical","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU091","42263.00"
"1656","Operations for Varicocele Palomo-s Unilateral -Laparoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU092","42263.00"
"1657","Operations for Varicocele Bilateral --Microsurgical","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU093","51923.00"
"1658","Operations for Varicocele Palomo-s Bilateral - Laparoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU094","51923.00"
"1659","Excision of Filarial Scrotum","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU095","33206.00"
"1660","Kidney Transplantation (related)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU096","451605.00"
"1661","Kidney Transplantation (Spousal/ unrelated) Including immunosuppressant therapy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU097","513188.00"
"1662","Kidney Transplantation (Cadaver)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU098","422625.00"
"1663","ABO incompatible Transplantation","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU099","724500.00"
"1664","Kidney Transplant Graft Nephrectomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU100","99015.00"
"1665","Donor Nephrectomy (Open)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU101","76073.00"
"1666","Donor Nephrectomy (Laparoscopic)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU102","132825.00"
"1667","Post-Transplant Collection drainage for Lymphocele (open)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU103","10580.00"
"1668","Post-Transplant Collection drainage for Lymphocele (percutaneous)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU104","15410.00"
"1669","Post-Transplant Collection drainage for Lymphocele (Laparoscopic)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU105","24150.00"
"1670","Arteriovenous Fistula for Haemodialysis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU106","21000.00"
"1671","Arteriovenous Shunt for Haemodialysis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU107","21000.00"
"1672","Jugular Catheterization for Haemodialysis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU108","6000.00"
"1673","Subclavian Catheterization for Haemodialysis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU109","6000.00"
"1674","One Sided (single Lumen) Femoral Catheterization for Haemodialysis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU110","4000.00"
"1675","Bilateral (single Lumen) Femoral Catheterization for Haemodialysis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU111","6000.00"
"1676","Double Lumen Femoral Catheterization for Haemodialysis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU112","13400.00"
"1677","Permcath Insertion excluding the cost of the catheter","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU113","8500.00"
"1678","Arterio Venous Prosthetic Graft","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU114","49450.00"
"1679","Single lumen Jugular Catheterization","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU115","5000.00"
"1680","Single lumen Subclavian Catheterization","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU116","5000.00"
"1681","Plasma Exchange/ Plasmapheresis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU117","21000.00"
"1682","Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Open method","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU118","21000.00"
"1683","Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Schlendinger/ Seldinger method","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU119","21000.00"
"1684","Sustained low efficiency haemodialysis /haemodialysis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU120","9200.00"
"1685","Continuous Veno venous/Arteriovenous Haemofiltration /Haemofiltration/CRRT per day","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU121","17000.00"
"1686","Haemodialysis / Haemodialysis for Sero negative cases including Dialyser and all other Consumables","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU122","2500.00"
"1687","Haemodialysis / Haemodialysis for Sero Positive cases including Dialyser and all other Consumables","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU123","3000.00"
"1688","Acute Peritoneal Dialysis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU124","5300.00"
"1689","Peritoneal Dialysis","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU125","3600.00"
"1690","Fistula stenosis dilation","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU126","14070.00"
"1691","Slow continuous Ultrafiltration","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU127","8500.00"
"1692","Percutaneous Nephrolithotomy (PCNL) - Unilateral","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU128","63998.00"
"1693","Percutaneous Nephrolithotomy (PCNL) - Bilateral","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU129","76073.00"
"1694","Endoscopic Bulking agent Inject (including cost of bulking agent)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU130","42263.00"
"1695","Nephrostomy -Open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU131","42263.00"
"1696","Nephrostomy -Lap/Endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU132","42263.00"
"1697","Ureteric Reimplant for Megaureter/ Vesicoureteric reflux/ureterocele (Open)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU133","51923.00"
"1698","Ureteric Reimplant for Megaureter / Vesicoureteric reflux/ ureterocele (Laparoscopic)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU134","51923.00"
"1699","Partial Cystectomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU135","63998.00"
"1700","Transurethral Resection of Prostate (TURP) with Cystolithotripsy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU136","76073.00"
"1701","Closure of Urethral Fistula","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU137","42263.00"
"1702","Orchidopexy - Unilateral -Open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU138","42263.00"
"1703","Orchidopexy - Unilateral- Lap/Endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU139","51923.00"
"1704","Orchidopexy - Bilateral -Open","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU140","51923.00"
"1705","Orchidopexy - Bilateral -Lap/Endoscopic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU141","63998.00"
"1706","Cystolithotomy -Suprapubic","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU142","33206.00"
"1707","Endoscopic Removal of Stone in Bladder","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU143","42263.00"
"1708","Resection Bladder Neck Endoscopic / Bladder neck incision / transurethral incision on prostrate","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU144","51923.00"
"1709","Ureteroscopic Surgery","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU145","42263.00"
"1710","Urethroplasty 1st Stage","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU146","51923.00"
"1711","Scrotal Exploration","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU147","33206.00"
"1712","Perineal Urethrostomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU148","42263.00"
"1713","Dilatation of Stricture Urethra under G.A.","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU149","5000.00"
"1714","Laparoscopic pyelolithotomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU150","76073.00"
"1715","Laparoscopic Pyeloplasty","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU151","76073.00"
"1716","Laparoscopic surgery for Renal cyst","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU152","76073.00"
"1717","Laparoscopic ureterolithotomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU153","76073.00"
"1718","Laparoscopic Nephroureterectomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU154","63998.00"
"1719","Extracorporeal Shock Wave Lithotripsy (ESWL)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU155","51923.00"
"1720","Diagnostic Cystoscopy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU156","8500.00"
"1721","Cystoscopy with Retrograde Catheter -Unilateral/RGP","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU157","24150.00"
"1722","Cystoscopy with Retrograde Catheter - Bilateral/RGP","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU158","33206.00"
"1723","Retrograde Intrarenal Surgery (RIRS)/ Flexible Ureteroscopy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU159","76073.00"
"1724","Holmium YAG Prostate Surgery","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU160","91770.00"
"1725","Holmium YAG Optical Internal Urethrotomy (OIU)","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU161","51923.00"
"1726","Holmium YAG Core through internal Urethrotomy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU162","63998.00"
"1727","Holmium YAG Stone Lithotripsy","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU163","91770.00"
"1728","Green Light Laser for Prostate","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU164","91770.00"
"1729","Cystoscopic Botulinum Toxin Injection ( Over active bladder/ Neurogenic bladder) -excluding cost of drug","Nephrology And Urology Procedure","TIER I","SUPERSPECIALITY","PRIVATE WARD","NU165","14070.00"
