"SNo.","Procedure Name","Speciality Classification","Tier","Facility","Ward","Cghs Code No.","Rate (₹)"
"1342","Inferior Vena Cava (IVC) Venography and Hepatic Vein (HV Venography)","Gastroenterology/Interventional Radiology Procedures","TIER III","NABH","PRIVATE WARD","MG040","36120.00"
"1343","Muscular Stenting","Gastroenterology / Endoscopic Procedures","TIER III","NABH","PRIVATE WARD","MG041","44520.00"
"1344","Balloon-Occluded Retrograde Intravenous Obliteration (BRTO)","Gastroenterology/Interventional Radiology Procedures","TIER III","NABH","PRIVATE WARD","MG042","44520.00"
"1345","Portal Haemodynamic Studies","Gastroenterology/Interventional Radiology Procedures","TIER III","NABH","PRIVATE WARD","MG043","6800.00"
"1346","Sengstaken Blakemore (SB) Tube Tamponade","Gastroenterology / Endoscopic Procedures","TIER III","NABH","PRIVATE WARD","MG044","7360.00"
"1347","Lintas Machles Tube Tempode","Gastroenterology / Endoscopic Procedures","TIER III","NABH","PRIVATE WARD","MG045","4800.00"
"1348","EUS (Endoscopic Ultrasound) guided FNAC Excluding the cost of the Needle","Gastroenterology / Endoscopic Procedures","TIER III","NABH","PRIVATE WARD","MG046","13200.00"
"1349","Atresia of Oesophagus and Tracheo Oesophageal Fistula","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG001","44520.00"
"1350","Operations for Replacement of Oesophagus by Colon / Colon-Inter position or Replacement of Oesophagus","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG002","44520.00"
"1351","Heller-s Operation","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG003","36120.00"
"1352","Oesophageal Intubation (Mousseau Barbin Tube)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG004","23100.00"
"1353","Achalasia Cardia Transthoracic","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG005","36120.00"
"1354","Achalasia Cardia Abdominal","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG006","36120.00"
"1355","Pyloromyotomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG007","23100.00"
"1356","Gastrostomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG008","23100.00"
"1357","Simple Closure of Perforated peptic Ulcer","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG009","29400.00"
"1358","Vagotomy Pyloroplasty / Gastro Jejunostomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG010","36120.00"
"1359","Duodenojejunostomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG011","44520.00"
"1360","Partial/Subtotal Gastrectomy for Ulcer","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG012","44520.00"
"1361","Operation for Bleeding Peptic Ulcer","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG013","36120.00"
"1362","Operation for Gastrojejunal Ulcer","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG014","36120.00"
"1363","Highly Selective Vagotomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG015","44520.00"
"1364","Selective Vagotomy & Drainage","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG016","44520.00"
"1365","Exploratory Laparotomy (Open)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG017","23100.00"
"1366","Congenital Diaphragmatic Hernia","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG018","36120.00"
"1367","Hiatus Hernia Repair- Abdominal (excluding cost of mesh and tacker if used)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG019","30492.00"
"1368","Hiatus Hernia Repair- Transthoracic (excluding cost of mesh and tacker if used)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG020","30492.00"
"1369","Epigastric Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG021","23100.00"
"1370","Umbilical Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG022","29400.00"
"1371","Ventral /incisional Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG023","29400.00"
"1372","Inguinal Hernia Herniorrhaphy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG024","24024.00"
"1373","Inguinal Hernia - Hernioplasty excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG025","29400.00"
"1374","Femoral Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG026","29400.00"
"1375","Rare Hernias Repair (Spigelian, Obturator, Lumbar, Sciatic) - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG027","36120.00"
"1376","Splenectomy - For Trauma","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG028","44520.00"
"1377","Splenectomy - For Hypersplenism","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG029","52920.00"
"1378","Splenorenal Anastomosis","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG030","44520.00"
"1379","Portocaval Anastomosis","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG031","52920.00"
"1380","Direct Operation on Oesophagus for Portal Hypertension","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG032","44520.00"
"1381","Mesentericocaval Anastomosis","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG033","36120.00"
"1382","Warren Shunt (Distal Splenorenal Shunt)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG034","44520.00"
"1383","Pancreaticoduodenectomy (Whipple's procedure)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG035","44520.00"
"1384","Cystojejunostomy or Cystogastrostomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG036","36120.00"
"1385","Cholecystectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG037","29400.00"
"1386","Cholecystectomy & Exploration of CBD","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG038","30492.00"
"1387","Repair of Common Bile Duct (CBD)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG039","36120.00"
"1388","Cholecystostomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG040","22176.00"
"1389","Operation for Hydatid Cyst of Liver","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG041","24948.00"
"1390","Hepatic Resections (Lobectomy /Hepatectomy)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG042","30492.00"
"1391","Operation on Adrenal Glands - Bilateral","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG043","52920.00"
"1392","Operation on Adrenal Glands - Unilateral","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG044","36120.00"
"1393","Appendicectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG045","17556.00"
"1394","Appendicular Abscess - Drainage","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG046","29400.00"
"1395","Mesenteric Cyst- Excision","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG047","29400.00"
"1396","Diagnostic Peritonioscopy/Laparoscopy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG048","16800.00"
"1397","Jejunostomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG049","29400.00"
"1398","Ileostomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG050","29400.00"
"1399","Resection & Anastomosis of Small Intestine","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG051","43890.00"
"1400","Duodenal Diverticulum","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG052","44520.00"
"1401","Operation for Intestinal Obstruction including resection , anastomosis, Adhesiolysis","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG053","44520.00"
"1402","Operation for Intestinal perforation including resection, anastomosis , Adhesiolysis","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG054","44520.00"
"1403","Operations for Benign Tumours of Small Intestine","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG055","44520.00"
"1404","Excision of Small Intestine Fistula","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG056","41580.00"
"1405","Operations for GI Bleed","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG057","44520.00"
"1406","Operations for Haemorrhage of Small Intestines","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG058","44520.00"
"1407","Operations of the Duplication of the Intestines - including Exploratory Laparotomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG059","37884.00"
"1408","Operations for Recurrent Intestinal Obstruction (Noble Plication & Other Operations for Adhesions)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG060","44520.00"
"1409","Ileosigmoidostomy and related resection","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG061","44520.00"
"1410","Ileotransverse Colostomy and related resection","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG062","44520.00"
"1411","Caecostomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG063","29400.00"
"1412","Loop Colostomy Transverse Sigmoid","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG064","36120.00"
"1413","Terminal Colostomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG065","27720.00"
"1414","Closure of Colostomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG066","27720.00"
"1415","Right Hemicolectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG067","29568.00"
"1416","Left Hemicolectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG068","29568.00"
"1417","Total Colectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG069","36960.00"
"1418","Operations for Volvulus of Large Bowel","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG070","44520.00"
"1419","Operations for Sigmoid Diverticulitis","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG071","36120.00"
"1420","Fissure in Ano with Internal sphincterotomy with fissurectomy.","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG072","29400.00"
"1421","Fissure in Ano - Fissurectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG073","23100.00"
"1422","Rectal Polyp-Excision","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG074","12659.00"
"1423","Fistula in Ano - High Fistulectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG075","29400.00"
"1424","Fistula in Ano - Low Fistulectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG076","21252.00"
"1425","Prolapse Rectum - Thiersch Wiring","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG077","23100.00"
"1426","Prolapse Rectum - Rectopexy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG078","12936.00"
"1427","Excision of Pilonidal Sinus (open)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG079","20328.00"
"1428","Excision of Pilonidal Sinus with closure","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG080","23100.00"
"1429","Abdomino-Perineal Excision of Rectum","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG081","44520.00"
"1430","Anterior Resection of Rectum","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG082","52920.00"
"1431","Pull Through Abdominal Resection","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG083","44520.00"
"1432","Retro Peritoneal Tumour Removal","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG084","44520.00"
"1433","Laparoscopic Fundoplication","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG085","52920.00"
"1434","Laparoscopic Splenectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG086","52920.00"
"1435","Laparoscopic Removal of hydatid cyst","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG087","52920.00"
"1436","Laparoscopic Treatment of Pseudo Pancreatic cyst","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG088","52920.00"
"1437","Laparoscopic Whipple's operation (Laparoscopic Pancreaticoduodenectomy)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG089","44520.00"
"1438","Laparoscopic GI bypass operation","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG090","52920.00"
"1439","Laparoscopic Total Colectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG091","52920.00"
"1440","Laparoscopic Hemicolectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG092","44520.00"
"1441","Laparoscopic Anterior Resection (of Intestine/Rectum)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG093","52920.00"
"1442","Laparoscopic Cholecystectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG094","30492.00"
"1443","Laparoscopic Appendectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG095","27720.00"
"1444","Laparoscopic Hernia - Inguinoplasty (excluding the cost of Tacker and Mesh)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG096","32340.00"
"1445","Laparoscopic Ventral Hernia Repair (excluding the cost of Tacker and Mesh)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG097","32340.00"
"1446","Laparoscopic Paraumbilical Hernia Repair (excluding the cost of Tacker and Mesh)","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG098","32340.00"
"1447","Laparoscopic Adrenalectomy","Abdomen/GI Surgery Procedure","TIER III","NABH","PRIVATE WARD","AG099","52920.00"
"1448","Diaphragmatic Hernia Repair (Thoracic or Abdominal Approach)","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS001","44520.00"
"1449","Tracheoesophageal Fistula (Correction Surgery)","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS002","44520.00"
"1450","Colon Replacement of Oesophagus","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS003","36120.00"
"1451","Omphalomesenteric Cyst Excision","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS004","36120.00"
"1452","Omphalomesenteric Duct- Excision","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS005","36120.00"
"1453","Omphalocele 1st Stage (Hernia Repair)","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS006","29400.00"
"1454","Omphalocele 2nd Stage (Hernia Repair)","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS007","29400.00"
"1455","Gastroschisis Repair","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS008","36120.00"
"1456","Inguinal Herniotomy","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS009","29400.00"
"1457","Congenital Hydrocele","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS010","29400.00"
"1458","Hydrocele of Cord","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS011","23100.00"
"1459","Torsion Testis Operation","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS012","29400.00"
"1460","Congenital Pyloric Stenosis- operation","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS013","29400.00"
"1461","Duodenal Atresia Operation","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS014","36120.00"
"1462","Pancreatic Ring Operation","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS015","44520.00"
"1463","Meconium Ileus Operation","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS016","36120.00"
"1464","Malrotation of Intestines Operation","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS017","36120.00"
"1465","Rectal Biopsy (Megacolon)","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS018","16800.00"
"1466","Colostomy Transverse","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS019","36120.00"
"1467","Colostomy Left Iliac","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS020","36120.00"
"1468","Abdominal Perineal Pull Through (Hirschsprung's Disease)","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS021","44520.00"
"1469","Imperforate Anus Low Anomaly -Cut Back Operation","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS022","23100.00"
"1470","Imperforate Anus Low Anomaly - Perineal Anoplasty","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS023","29400.00"
"1471","Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull Through","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS024","44520.00"
"1472","Imperforate Anus High Anomaly - Closure of Colostomy","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS025","29400.00"
"1473","Intussusception Operation","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS026","36120.00"
"1474","Choledochoduodenostomy for Atresia of Extra Hepatic Biliary Duct","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS027","44520.00"
"1475","Operation of Choledochal Cyst","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS028","44520.00"
"1476","Nephrectomy for -Pyonephrosis","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS029","36120.00"
"1477","Nephrectomy for - Hydronephrosis","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS030","36120.00"
"1478","Sacro-Coccygeal Teratoma Excision","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS031","36120.00"
"1479","Congenital Atresia & Stenosis of Small Intestine","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS032","44520.00"
"1480","Malrotation & Volvulus of the Midgut","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS033","36120.00"
"1481","Excision of Meckel-s Diverticulum","Paediatric Surgery Procedure","TIER III","NABH","PRIVATE WARD","PS034","36120.00"
"1482","Non Stress Test","Obstetrics Investigation","TIER III","NABH","PRIVATE WARD","OG001","1200.00"
"1483","Normal delivery with or without Episiotomy & P.repair/ forceps delivery /Vacuum delivery/assisted breech delivery including Routine New Born Care","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG002","29400.00"
"1484","Normal Delivery of High Risk Pregnancy(Preeclampsia/Eclampsia/GDM/Cardiac/Vascular/Renal/Pulmonary/Twin Pregnancy/RA/SLE/IVF Conception/Severe Anaemia,)","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG003","36120.00"
"1485","Caesarean Section(CS) with or without Sterilization including Routine New Born Care","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG004","44520.00"
"1486","Caesarian Delivery of High Risk Pregnancy(Preeclampsia/Eclampsia/GDM/Cardiac/Vascular/Renal/Pulmonary/Twin Pregnancy/RA/SLE/IVF Conception/Severe Anaemia)","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG005","52920.00"
"1487","Rupture Uterus Closure & Repair with Tubal Ligation","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG006","36120.00"
"1488","Perforation of Uterus after D/E Laparotomy & Closure","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG007","16800.00"
"1489","Laparotomy for Ectopic Pregnancy","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG008","29400.00"
"1490","Laparotomy peritonitis Lavage and Drainage","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG009","29400.00"
"1491","Ovarian Cystectomy - Laparoscopic.","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG010","36120.00"
"1492","Ovarian Cystectomy - Laparotomy.","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG011","29400.00"
"1493","Laparoscopic Broad Ligament Hematoma Drainage with repair","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG012","11256.00"
"1494","Exploration of perineal Haematoma & Repair","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG013","11256.00"
"1495","Exploration of abdominal Haematoma (after laparotomy/ LSCS)","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG014","23100.00"
"1496","Manual Removal of Placenta","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG015","7728.00"
"1497","Examination under anaesthesia (EUA)","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG016","4000.00"
"1498","Burst-Abdomen Repair","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG017","29400.00"
"1499","Gaping Perineal Wound Secondary Suturing","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG018","4000.00"
"1500","Gaping Abdominal Wound Secondary Suturing","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG019","6800.00"
"1501","Complete Perineal Tear-Repair","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG020","7728.00"
"1502","Pelvic Floor Repair(Rectocele +/- Cystocele +/- Enterocele)","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG021","29400.00"
"1503","Suction Evacuation Vesicular Mole","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG022","23100.00"
"1504","Colpotomy/Post-Coital Tear Repair","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG023","7360.00"
"1505","Excision of urethral carbuncle","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG024","11256.00"
"1506","Shirodkar/ McDonald stitch//Cervical Stitch(Cerclage)","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG025","11256.00"
"1507","Abdominal Hysterectomy with or without salpingo-oophorectomy","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG026","36120.00"
"1508","Non-descent Vaginal Hysterectomy (NDVH) with or without BSO","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG027","36120.00"
"1509","Vaginal Hysterectomy ( including of BSO) with or without repairs","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG028","36120.00"
"1510","Myomectomy -laparotomy","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG029","29400.00"
"1511","Myomectomy -laparoscopic","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG030","36120.00"
"1512","Vaginoplasty","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG031","36120.00"
"1513","Vulvectomy -Simple","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG032","29400.00"
"1514","Rectovaginal Fistula (RVF) Repair","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG033","36120.00"
"1515","Manchester/Fothergill-s operation","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG034","29400.00"
"1516","Shirodkar-s sling Operation or other sling operations for prolapse uterus","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG035","16800.00"
"1517","Laparoscopic sling operations for prolapse uterus","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG036","36120.00"
"1518","Dilatation and Curettage(diagnostic/therapeutic) with or without Polypectomy","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG037","10720.00"
"1519","Cervical Biopsy","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG038","7360.00"
"1520","Transcervical/Hysteroscopic Polypectomy","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG039","11256.00"
"1521","Excision of Vaginal Cyst/Bartholin Cyst/Gartner Cyst","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG040","7360.00"
"1522","Excision of Vaginal/Uterus Septum","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG041","16800.00"
"1523","Diagnostic hysterolaparoscopy(DHL) with or without chromopertubation/Adhesiolysis/ovarian drilling","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG042","16800.00"
"1524","Laparoscopy Sterilization/Laproscopic tubal occlusion(LTO)","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG043","23100.00"
"1525","Laparoscopically Assisted Vaginal Hysterectomy (LAVH) with or without BSO","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG044","52920.00"
"1526","Balloon Tamponade for Post Partum Haemorrhage/Conservative management of PPH(Atonic/traumatic PPH)","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG045","7140.00"
"1527","Total Laparoscopic Hysterectomy with or without BSO","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG046","52920.00"
"1528","Laparoscopic Treatment of Ectopic Pregnancy-Milking/Salpingotomy/Salpingectomy","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG047","36120.00"
"1529","Conisation of cervix/Chemical Cautery of Cervical Ectopy/Erosion","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG048","7360.00"
"1530","Diagnostic hysteroscopy with or without polypectomy/endometrial curettage","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG049","16800.00"
"1531","Laparotomy recanalization of Fallopian tubes-(Tuboplasty)","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG050","44520.00"
"1532","Laparoscopic recanalization of Fallopian tubes-(Tuboplasty)","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG051","44520.00"
"1533","Colposcopy","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG052","4000.00"
"1534","Inversion of Uterus - Vaginal Reposition","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG053","5040.00"
"1535","Inversion of Uterus - Abdominal Reposition","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG054","5040.00"
"1536","Vaginal Vesicovaginal Fistula (VVF) Repair","Obstetrics And Gynaecology Procedure","TIER III","NABH","PRIVATE WARD","OG055","52920.00"
