"SNo.","Procedure Name","Speciality Classification","Tier","Facility","Ward","Cghs Code No.","Rate (₹)"
"657","Panel Reactive Antibodies (PRA) class II","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA127","2550.00"
"658","PCR + Sanger Sequencing per Amplicon","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA128","723.00"
"659","PDGFRA (4q12), PDGFRB (5q33), FGFR1 (8p11.2) rearrangement","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA129","5181.00"
"660","PDGFRA rearrangement: 4q12","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA130","3987.00"
"661","PDGFRB rearrangement: 5q33","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA131","3987.00"
"662","PDL 1","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA132","4250.00"
"663","PDL-1-28-8 (FDA Approved)","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA133","6375.00"
"664","Ph: t(9;22) karyotyping","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA134","3362.00"
"665","Ph-like ALL Panel (4 Markers)","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA135","4505.00"
"666","PIK3CA GENE MUTATION","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA136","4590.00"
"667","PIK3CA Mutation Testing","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA137","4845.00"
"668","Ploidy analysis","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA138","3362.00"
"669","PML-RARA t(15;17), variants","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA139","4450.00"
"670","PRA Screen","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA140","2550.00"
"671","PTPRT: Deletion 20q","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA141","3987.00"
"672","RARA Variant - ZBTB16 / RARA : t(11;17) (1 marker)","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA142","2576.00"
"673","RHOA Mutation Detection Assay","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA143","5925.00"
"674","ROS 1","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA144","8262.00"
"675","RQ PCR based assay for MRD monitoring of Acute Leukaemia","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA145","8075.00"
"676","RQ-PCR BCR-ABL (P210)","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA146","9316.00"
"677","RQ-PCR PML-RARA","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA147","9316.00"
"678","RT-PCR Multiplex, Acute Leukaemia Panel","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA148","6205.00"
"679","RT-PCR Multiplex, BCR-ABL (P190, P210)","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA149","5398.00"
"680","RT-PCR Nested, IGH Chain Gene Rearrangement /TCR Gene Rearrangement","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA150","3919.00"
"681","Single Antigen Class I","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA151","11050.00"
"682","Single Antigen Class II","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA152","11050.00"
"683","Slide / Images for Second Opinion- Cancer Cytogenetics","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA153","782.00"
"684","STR Panel studies","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA154","3783.00"
"685","Surface Marker Complete Panel","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA155","10340.00"
"686","Surface Marker Individual","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA156","1615.00"
"687","t(1;22) and Trisomy 21 in Acute Megakaryoblastic Leukemia (AML -M7) (2 Markers)","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA157","4046.00"
"688","T-cell Acute Lymphoblastic Leukemia (T-ALL) Panel","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA158","12895.00"
"689","TCR-A rearrangement: 14q11","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA159","3987.00"
"690","TERT Promoter Mutation Assay","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA160","4934.00"
"691","TFE-3 FISH","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA161","10268.00"
"692","TPMT (Thiopurine Methyl Transferase) Genotyping","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA162","4335.00"
"693","Trisomy 12","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA163","2061.00"
"694","Trisomy 21","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA164","2061.00"
"695","Trisomy 4, 10 & 17","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA165","2962.00"
"696","Trisomy 8","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA166","2061.00"
"697","V Beta Repertoire Analysis by Flow Cytometry for T-Cell Clonality","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA167","10340.00"
"698","XX/XY (Chimerism Studies) in Sex mismatch Bone Marrow Transplantation (BMT)","Oncology Investigations","TIER I","NON NABH","PRIVATE WARD","CA168","2061.00"
"699","Single drug Chemotherapy","Chemotherapy","TIER I","NON NABH","PRIVATE WARD","CT001","1445.00"
"700","Multiple drugs Chemotherapy/Targeted therapy/Immunotherapy","Chemotherapy","TIER I","NON NABH","PRIVATE WARD","CT002","1955.00"
"701","Neoadjuvant Chemotherapy","Chemotherapy","TIER I","NON NABH","PRIVATE WARD","CT003","2295.00"
"702","Adjuvant Chemotherapy","Chemotherapy","TIER I","NON NABH","PRIVATE WARD","CT004","1870.00"
"703","Concurrent-chemoradiation","Chemotherapy","TIER I","NON NABH","PRIVATE WARD","CT005","1615.00"
"704","Intravesical Instillation of BCG excluding the cost of BCG","Chemotherapy","TIER I","NON NABH","PRIVATE WARD","CT006","2550.00"
"705","Level 1- Brachytherapy (Eye Plaque or SIVA or CVS per insertion or application)","Radiotherapy","TIER I","NON NABH","PRIVATE WARD","RT001","5950.00"
"706","Level 2- Brachytherapy (Simple ICA with Xray based 2D planning, ILRT, Endobilliary BCT)","Radiotherapy","TIER I","NON NABH","PRIVATE WARD","RT002","8500.00"
"707","Level 3- Brachytherapy(Surface Mould, Radical Interstitial BCT, Intraoperative Template or interstitial brachytherapy catheter insertion)","Radiotherapy","TIER I","NON NABH","PRIVATE WARD","RT003","21250.00"
"708","Level 4- Brachytherapy (ICA with CT based Planning)","Radiotherapy","TIER I","NON NABH","PRIVATE WARD","RT004","25500.00"
"709","Level 5- Brachytherapy (Complex ICA with interstitial with CT or MR based planning)","Radiotherapy","TIER I","NON NABH","PRIVATE WARD","RT005","34000.00"
"710","Level 1- Radiation Therapy (1-10 fractions on Cobalt)","Radiotherapy","TIER I","NON NABH","PRIVATE WARD","RT006","12750.00"
"711","Level 2- Radiation Therapy(More than 10 fractions on Cobalt OR Upto 10 fractions on LA clinical (without CT or TPS planning) without IGRT OR Hemibody palliative RT (1-2 fractions weekly))","Radiotherapy","TIER I","NON NABH","PRIVATE WARD","RT007","23800.00"
"712","Level 3- Radiation Therapy (LA 3D with conventional fractionation of 2-5 Gy OR Weekly hypofractionation of >5 Gy with 3D CRT plan in 1-2 fractions. No IGRT allowed.)","Radiotherapy","TIER I","NON NABH","PRIVATE WARD","RT008","42500.00"
"713","Level 4- Radiation therapy (LA 3D with IGRT conventional fractionation of 2- 5 Gy OR Weekly hypofractionation >5 Gy with 3D CRT plan in 1-2 fractions. with IGRT)","Radiotherapy","TIER I","NON NABH","PRIVATE WARD","RT009","53550.00"
"714","Level 5- Radiation Therapy (LA IMRT/ Rapid Arc/VMAT with < 5Gy per fraction and <10 IGRT (CBCT or MVCT or EPID) OR Cobalt Radical with LA boost including electron boost OR TSET OR TBI)","Radiotherapy","TIER I","NON NABH","PRIVATE WARD","RT010","127500.00"
"715","Level 6- Radiation Therapy (LA 4D/DE or DIBH with 3D CRT/ IMRT/ Rapid Arc/VMAT with >10 IGRT (CBCT or MVCT or EPID) OR LA IMRT/ Rapid Arc/VMAT with <5Gy per fraction and >10 IGRT (CBCT or MVCT or EPID) OR Adaptive RT OR CSI OR Multisite treatment outside one FOV or one plan OR SBRT OR SRS OR SRT (per fraction dose >5Gy))","Radiotherapy","TIER I","NON NABH","PRIVATE WARD","RT011","153000.00"
"716","Radiosynovectomy with Yttrium","Radio-Isotope Therapy","TIER I","NON NABH","PRIVATE WARD","IT001","21250.00"
"717","131-Iodine Therapy 51-100mCi","Radio-Isotope Therapy","TIER I","NON NABH","PRIVATE WARD","IT002","12172.00"
"718","131-Iodine Therapy >100mCi","Radio-Isotope Therapy","TIER I","NON NABH","PRIVATE WARD","IT003","16809.00"
"719","Samarium-153 therapy for metastatic bone pain palliation","Radio-Isotope Therapy","TIER I","NON NABH","PRIVATE WARD","IT004","17043.00"
"720","131-Iodine Therapy <15mCi","Radio-Isotope Therapy","TIER I","NON NABH","PRIVATE WARD","IT005","6299.00"
"721","131-Iodine Therapy 15-50mCi","Radio-Isotope Therapy","TIER I","NON NABH","PRIVATE WARD","IT006","9486.00"
"722","Phosphorus-32 therapy for metastatic bone pain palliation","Radio-Isotope Therapy","TIER I","NON NABH","PRIVATE WARD","IT007","12040.00"
"723","Cervical Traction (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT001","255.00"
"724","Lumbar Traction (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT002","255.00"
"725","Exercises /Post Natal Exercises/Prenatal Exercises/Therapeutic Exercises/Orthopaedic Rehabilitation (Joint Replacement/Post Surgery)/Hand Rehab (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT003","255.00"
"726","Chest Physiotherapy/ Breathing Exercise &Postural Drainage per Session/Post Covid Rehabilitation /Pulmonary Rehabilitation/Cardiac Rehabilitation (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT004","255.00"
"727","Ultra Sonic Therapy /Short Wave Diathermy / Microwave/ Long Wave Diathermy /Infrared/IFT) (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT005","255.00"
"728","Electrical Muscle Stimulation/Cryotherapy/TENS (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT006","340.00"
"729","Hot Pack/ Cold Pack/Wax Bath/Moist Heat (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT007","255.00"
"730","Shock Wave Therapy/Matrix Rhythm Therapy/Laser/PEMF -Pulse Electro Magnetic Therapy (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT008","340.00"
"731","Gait Assessment (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT009","510.00"
"732","Gait Training (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT010","255.00"
"733","Tilt Training/Neuro-Rehab Basic (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT011","255.00"
"734","Neuro Rehabilitation Advanced (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT012","680.00"
"735","Paediatric Rehabilitation (per session)","Physiotherapy","TIER I","NON NABH","PRIVATE WARD","PT013","255.00"
"736","Speech Therapy per session of at least 40 minutes","Behavioural Therapy","TIER I","NON NABH","PRIVATE WARD","BT001","340.00"
"737","Occupational Therapy per session of at least 40 minutes","Behavioural therapy","TIER I","NON NABH","PRIVATE WARD","BT002","340.00"
"738","Applied Behaviour Analysis based behaviour therapy (ABA based Behaviour therapy) per session of at least 40 minutes","Behavioural therapy","TIER I","NON NABH","PRIVATE WARD","BT003","340.00"
"739","Special education per session of at least 40 minutes","Behavioural therapy","TIER I","NON NABH","PRIVATE WARD","BT004","340.00"
"740","Biofeedback per session","Behavioural therapy","TIER I","NON NABH","PRIVATE WARD","BT005","2550.00"
"741","Intraoral Periapical (IOPA) Radiograph X-ray/RVG(Single Film)","Dental Investigation","TIER I","NON NABH","PRIVATE WARD","DI001","170.00"
"742","Intraoral Occlusal/Bite Wing X-Ray","Dental Investigation","TIER I","NON NABH","PRIVATE WARD","DI002","255.00"
"743","Digital OPG with X ray film/ CD","Dental Investigation","TIER I","NON NABH","PRIVATE WARD","DI003","425.00"
"744","Biopsy of Oral tissue- Soft","Dental Biopsy","TIER I","NON NABH","PRIVATE WARD","DI004","1020.00"
"745","Biopsy of Oral tissue - Hard (bone, tooth)","Dental Biopsy","TIER I","NON NABH","PRIVATE WARD","DI005","1700.00"
"746","Abscess - Drainage-Dental","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP001","1275.00"
"747","Scaling","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP002","850.00"
"748","Curettage and Root Planning - Per Tooth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP003","298.00"
"749","Curettage and Root Planning - Per Arch","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP004","1700.00"
"750","Gingivoplasty - Per Quadrant","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP005","850.00"
"751","Gingivectomy - Per Quadrant","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP006","1020.00"
"752","Flap Surgery- Per Tooth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP007","383.00"
"753","Flap Surgery- Per Quadrant","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP008","1700.00"
"754","Flap Surgery and Bone Graft per quadrant","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP009","2550.00"
"755","Extraction - Normal Tooth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP010","340.00"
"756","Complicated Extraction per tooth under LA","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP011","680.00"
"757","Extraction Impacted - Soft tissue/ 3rd Molar/wisdom tooth extraction","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP012","1700.00"
"758","Multiple Extraction and Treatment Procedures for Special Children, Patients with Systemic Diseases, Patient with Special Needs Which Requires Admission and Treatment Under GA","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP013","5100.00"
"759","Extraction - Orthodontic Extraction","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP014","638.00"
"760","Operculectomy- Pericoronal flap excision","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP015","1700.00"
"761","Extraction Impacted - Bony","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP016","4250.00"
"762","Alveoloplasty - Per Tooth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP017","255.00"
"763","Alveoloplasty - Per Quadrant","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP018","1020.00"
"764","Frenectomy","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP019","2125.00"
"765","Excision of hyperplastic tissue - per arch","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP020","1020.00"
"766","Surgical Augmentation/Alveolectomy per Arch","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP021","2975.00"
"767","Bone replacement graft for ridge preservation - per site","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP022","1700.00"
"768","Minor oral surgery, cyst, granuloma, residual infection, mucocele, epulis under LA","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP023","1700.00"
"769","Application of Desensitizing Medicament","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP024","425.00"
"770","Fluoride Application for Children","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP025","850.00"
"771","Temporary restoration","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP026","128.00"
"772","Glass ionomer Cement Restoration","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP027","510.00"
"773","Composite - Occlusal Pit/Class I","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP028","425.00"
"774","Composite -Class I with buccal extension/Class II Class III/Class IV/Class VI/Diastema Closure/MOD","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP029","850.00"
"775","RCT-Single Rooted tooth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP030","1700.00"
"776","RCT Multiple root and/ canal tooth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP031","2550.00"
"777","Re-RCT - Anterior","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP032","2125.00"
"778","Re-RCT - Posterior","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP033","2550.00"
"779","Medication -intracanal medicament (only lesion cases)","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP034","425.00"
"780","Apicectomy-Single tooth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP035","1700.00"
"781","Apicectomy-Multiple tooth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP036","2550.00"
"782","Apexification with any bio-compatible material","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP037","1700.00"
"783","Root end resection and Retro grade filling","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP038","2550.00"
"784","Surgical - Apicectomy/ Periapical surgery without bone grafting","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP039","595.00"
"785","Tissue Conditioning, Maxillary/Mandibular","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP040","255.00"
"786","Core build-up/ Post and Core - Custom made /Inlay/onlay","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP041","1275.00"
"787","Crown lengthening - Per Tooth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP042","425.00"
"788","Crown - PMMA Crown","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP043","850.00"
"789","Crown - All Metal-Nickel Free","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP044","1700.00"
"790","Crown - Metal with Ceramic Facing","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP045","2550.00"
"791","Crown - Recementation","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP046","510.00"
"792","Crown - Removal","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP047","425.00"
"793","Odontoplasty /Enameloplasty","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP048","425.00"
"794","Pulpectomy (Anterior Tooth)","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP049","1700.00"
"795","Pulpectomy (Posterior Tooth)","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP050","2550.00"
"796","Pulpotomy","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP051","850.00"
"797","Veneer - Ceramic paediatric","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP052","2550.00"
"798","Interceptive Orthodontic Treatment of the Primary Dentition/Transition Dentition","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP053","5950.00"
"799","Limited Orthodontic Treatment of the Primary Dentition","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP054","4250.00"
"800","Occlusion Analysis/Adjustment/Occlusal Equilibration","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP055","425.00"
"801","Tooth Splinting -General","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP056","1275.00"
"802","Splinting - Periodontally weak teeth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP057","1530.00"
"803","Night Guard","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP058","1700.00"
"804","Bridge/ Fixed Partial denture (per missing/ extracted tooth) metal crown","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP059","1700.00"
"805","Bridge/ Fixed Partial denture (per missing/ extracted tooth) metal crown with Ceramic facing","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP060","2550.00"
"806","Removable Partial Denture - Flexible Per Arch","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP061","6375.00"
"807","Removable Partial Denture - Cast Metal Up to 3 Teeth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP062","3400.00"
"808","Removable Partial Denture - Cast Metal (additional Per tooth)","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP063","255.00"
"809","Removable Partial Denture - Acrylic Up to 3 teeth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP064","1700.00"
"810","Removable Partial Denture - Tooth Addition (per tooth)","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP065","255.00"
"811","Add Clasp to existing Partial Denture","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP066","425.00"
"812","Add Tooth to existing Partial Denture","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP067","340.00"
"813","Tooth Supported Overdenture Per Arch","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP068","6375.00"
"814","Complete Denture - Per Arch","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP069","8500.00"
"815","Removable orthodontic appliance / Post Orthodontic R O A -per arch","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP070","2125.00"
"816","Fixed orthodontic per arch","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP071","12750.00"
"817","Space Maintainers - Fixed","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP072","3400.00"
"818","Minor Treatment to Control Habits-Removable Appliance Therapy","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP073","2125.00"
"819","Minor Treatment to Control Habits-Fixed Appliance Therapy","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP074","3400.00"
"820","Functional orthodontic appliance","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP075","5100.00"
"821","Feeding appliance for Cleft Palate","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP076","4250.00"
"822","Expansion plate","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP077","5525.00"
"823","Maxillofacial Prosthesis -Sal/auricular/orbital/Nasal/Palatal/facial lost/ Speech Aid","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP078","5950.00"
"824","Obturator Prosthesis - Surgical/Definitive/Modification","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP079","4250.00"
"825","Removal of - Lateral Exostosis/Torus Mandibularis/Torus Palatines/Surgical reduction of Osseous Tuberosity","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP080","2550.00"
"826","Sialolithotomy/Sialodocotomy/ Closure of Salivary Fistula","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP081","1700.00"
"827","Excision of Salivary gland","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP082","12750.00"
"828","Release of fibrous bands & grafting in (OSMF) treatment under GA","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP083","17850.00"
"829","Facial Space Abscess","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP084","4250.00"
"830","Partial Ostectomy / sequestrectomy for removal of non-vital bone","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP085","1700.00"
"831","Alveolus - Closed Reduction stabilization of Teeth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP086","3400.00"
"832","Alveolus - Open Reduction stabilization of Teeth","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP087","5100.00"
"833","Arch bar fixation","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP088","4250.00"
"834","Oroantral Fistula closure","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP089","4250.00"
"835","Osseous, Oste periosteal, or Cartilage graft of the Mandible or Maxilla - autogenous or non-autogenous bone graft","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP090","2550.00"
"836","Osteoplasty - for Orthognathic deformities/ Mandibular Rami/ Body of Mandible","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP091","26775.00"
"837","Maxilla - Closed Reduction","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP092","5100.00"
"838","Maxilla - Open Reduction","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP093","8500.00"
"839","Mandible - Closed Reduction","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP094","5100.00"
"840","Mandible - Open Reduction","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP095","8500.00"
"841","Cyst of Maxilla/mandible by enucleation/excision/marsupialization upto 4 cms under LA","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP096","4250.00"
"842","Cyst of Maxilla/mandible by enucleation/excision/marsupialization more than 4 cms under LA","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP097","5100.00"
"843","Cyst of Maxilla/mandible by enucleation/excision/marsupialization more than 4 cms under GA and admission","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP098","22313.00"
"844","Temporomandibular(TM) joint ankylosis- under GA/Open /Closed Reduction","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP099","17850.00"
"845","Segmental / Hemi Mandibulectomy with graft","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP100","22313.00"
"846","Segmental /Hemi Mandibulectomy without graft","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP101","17850.00"
"847","Sub-Total mandibulectomy with graft","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP102","31238.00"
"848","Sub-Total mandibulectomy without graft","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP103","26775.00"
"849","Maxillectomy/Mandibulectomy- Total with graft","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP104","31238.00"
"850","Maxillectomy/Mandibulectomy- Total without graft","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP105","26775.00"
"851","Maxillectomy- partial with graft","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP106","22313.00"
"852","Maxillectomy- partial without graft","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP107","17850.00"
"853","Malar and/or Zygomatic arch - Closed Reduction","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP108","5100.00"
"854","Malar and/or Zygomatic arch - Open Reduction","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP109","8500.00"
"855","Distraction osteogenesis of mandible or maxilla under GA","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP110","26775.00"
"856","Facial bones - Complicated Reduction with fixation","Dental Procedure","TIER I","NON NABH","PRIVATE WARD","DP111","40163.00"
"857","Refraction with auto refraction - Both Eyes","Ophthalmology Investigation","TIER I","NON NABH","PRIVATE WARD","OI001","170.00"
"858","Indirect Ophthalmoscopy (Fundoscopy) - Both Eyes","Ophthalmology Investigation","TIER I","NON NABH","PRIVATE WARD","OI002","255.00"
"859","Orthoptic check-up- with synoptophore- Both Eyes","Ophthalmology Investigation","TIER I","NON NABH","PRIVATE WARD","OI003","170.00"
"860","Lees- charting or Hess- charting- Both Eyes","Ophthalmology Investigation","TIER I","NON NABH","PRIVATE WARD","OI004","255.00"
"861","Perimetry (Visual Field Testing) -Goldman- Both Eyes","Ophthalmology Investigation","TIER I","NON NABH","PRIVATE WARD","OI005","425.00"
"862","Perimetry /Humphrey Visual Field (HVF ) test- Automated- Both Eyes","Ophthalmology Investigation","TIER I","NON NABH","PRIVATE WARD","OI006","680.00"
"863","Fluorescein angiography for fundus or iris- Both Eyes","Ophthalmology Investigation","TIER I","NON NABH","PRIVATE WARD","OI007","1700.00"
"864","Indocyanine green angiography - Both Eyes","Ophthalmology Investigation","TIER I","NON NABH","PRIVATE WARD","OI008","1700.00"
"865","Ultrasound A- Scan/optical biometry[lenstar, IOL master] - Both Eyes","Ophthalmology Investigation","TIER I","NON NABH","PRIVATE WARD","OI009","850.00"
"866","Ultrasound B- Scan - Both Eyes","Ophthalmology Investigation","TIER I","NON NABH","PRIVATE WARD","OI010","425.00"
