"SNo.","Procedure Name","Speciality Classification","Tier","Facility","Ward","Cghs Code No.","Rate (₹)"
"1186","Electrocardiogram (ECG)","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI001","149.00"
"1187","Treadmill Test (TMT)","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI002","952.00"
"1188","Holter analysis per day","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI003","2125.00"
"1189","Ambulatory BP monitoring per day","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI004","850.00"
"1190","Head Up Tilt Test (HUTT)","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI005","7820.00"
"1191","External Loop/event recording -first day Rs.1500","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI006","1275.00"
"1192","External Loop/event recording - subsequent Days 1000/day (Maximum up to 6 days)","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI007","850.00"
"1193","Diagnostic Electrophysiological studies conventional (Including catheter)","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI008","61710.00"
"1194","Stress Thallium / Myocardial Perfusion Scintigraphy","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI009","11390.00"
"1195","Rest Thallium / Myocardial Perfusion Scintigraphy","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI010","8160.00"
"1196","Venography","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI011","4250.00"
"1197","Lymphangiography","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI012","4250.00"
"1198","Sinogram","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI013","1700.00"
"1199","Digital Subtraction Angiography-Peripheral artery","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI014","12419.00"
"1200","Digital Subtraction Angiography- venogram","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI015","12419.00"
"1201","Coronary Angiography","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI016","11390.00"
"1202","Cardiac Catheterization (CATH)","Cardiology Investigation","TIER I","NON NABH","PRIVATE WARD","CI017","12665.00"
"1203","Balloon Coronary Angioplasty / Percutaneous transluminal coronary angioplasty (PTCA) /Percutaneous coronary intervention (PCI) with Vascular closure device (VCD) excluding the cost of Stent. Cost of Drug Eluting Balloon allowed in lieu of Stent","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP001","86573.00"
"1204","Balloon Coronary Angioplasty / Percutaneous transluminal coronary angioplasty (PTCA) / Percutaneous coronary intervention (PCI) without Vascular closure device (VCD) excluding the cost of Stent.Cost of Drug Eluting Balloon allowed in lieu of Stent","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP002","74725.00"
"1205","Rotablation excluding the cost of Rotablator Burr/Advancer","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP003","55181.00"
"1206","Balloon Mitral Valvotomy / Percutaneous Transvenous Mitral Commissurotomy (PTMC)","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP004","86573.00"
"1207","Temporary Pacemaker Implantation (TPI) (Temporary Cardiac Pacing) Single Chamber","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP005","18850.00"
"1208","Permanent pacemaker implantation (PPI)- Single Chamber excluding the cost of Pacemaker","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP006","31416.00"
"1209","Permanent pacemaker implantation- Dual Chamber excluding the cost of Pacemaker","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP007","42215.00"
"1210","Permanent pacemaker implantation (PPI)- Biventricular excluding the cost of pacemaker","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP008","48720.00"
"1211","Automatic implantable cardioverter defibrillator (AICD) Single Chamber - excluding the cost of Device","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP009","49088.00"
"1212","Automatic implantable cardioverter defibrillator (AICD) Dual Chamber excluding the cost of Device","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP010","51395.00"
"1213","Combo Device Implantation excluding the cost of Device","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP011","57923.00"
"1214","Radiofrequency (RF) Ablation Conventional","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP012","86573.00"
"1215","Radiofrequency (RF) Ablation Atrial Tachycardia/CARTO","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP013","160650.00"
"1216","Intra-aortic balloon pump (IABP) excluding the cost of the balloon","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP014","31238.00"
"1217","Intra vascular coiling excluding cost of the coils","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP015","67830.00"
"1218","Balloon Septostomy","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP016","29453.00"
"1219","Aortic Valve Balloon Dilatation (AVBD) / Pulmonary Valve Balloon Dilatation (PVBD)","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP017","55371.00"
"1220","Peripheral Angioplasty with Vascular Closure Device (VCD) excluding the cost of Stent","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP018","54487.00"
"1221","Peripheral Angioplasty without Vascular Closure Device (VCD) excluding the cost of Stent","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP019","47303.00"
"1222","Renal Angioplasty excluding the cost of Stent","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP020","53996.00"
"1223","Transcatheter Aortic Valve Implantation (TAVI) / Transcatheter Aortic Valve Replacement (TAVR) - Procedure Cost. (Approval of Director, CGHS in consultation with Special Technical Committee (STC) is required for this procedure)","Cardiology Procedure","TIER I","NON NABH","PRIVATE WARD","CP021","89250.00"
"1224","TAVI / TAVR Implant (cost of implant only)","Cardiology Implant(Valve)","TIER I","NON NABH","PRIVATE WARD","CP022","1284000.00"
"1225","Cost of Intravascular ultrasound (IVUS) Catheter excluding GST(Procedure Charge included in PTCA)","Cardiology Add on Procedure","TIER I","NON NABH","PRIVATE WARD","CP023","55000.00"
"1226","Cost of Fractional flow reserve (FFR) Catheter excluding GST (Procedure Charge included in PTCA)","Cardiology Add on Procedure","TIER I","NON NABH","PRIVATE WARD","CP024","33000.00"
"1227","Catheter cost of Intracoronary optical coherence tomography (OCT) / Intravascular optical coherence tomography (IVOCT) / Intravascular Ventricular Assist System excluding GST(Procedure cost is included in PTCA)","Cardiology Add on Procedure","TIER I","NON NABH","PRIVATE WARD","CP025","65000.00"
"1228","IVL (Coronary Intra vascular Lithotripsy / Shock wave Lithotripsy - Including GST (Approval of Director, CGHS in consultation with Special Technical Committee (STC) is required for this procedure)","Cardiology Add on Procedure","TIER I","NON NABH","PRIVATE WARD","CP026","268000.00"
"1229","Varicose vein Surgery-Trendelenburg Operation with Suturing or Ligation","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV001","22580.00"
"1230","Radio Ablation of Varicose Veins (RFA Ablation) excluding the cost of RFA Catheter","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV002","7948.00"
"1231","Laser Ablation of Varicose Veins","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV003","39270.00"
"1232","Atrial Septal Defect (ASD) closure excluding the cost of the Device","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV004","98175.00"
"1233","Ventricular Septal Defect (VSD) with Graft / VSD Device Closure excluding the cost of the Device","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV005","107100.00"
"1234","Tetralogy of Fallot (TOF)/TAPVC/TCPC/REV/RSOV repair","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV006","160650.00"
"1235","BD Glenn/Left Atrium Myxoma","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV007","160650.00"
"1236","Senning/Arterial Switch Operation (ASO) with graft","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV008","160650.00"
"1237","Double Switch Operation (DSO)","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV009","210630.00"
"1238","Atrioventricular(AV) Canal Repair","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV010","210630.00"
"1239","Fontan Procedure","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV011","244545.00"
"1240","Conduit Repair","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV012","210630.00"
"1241","Coronary Artery Bypass Graft surgery (CABG)","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV013","160650.00"
"1242","Coronary Artery Bypass Graft surgery (CABG) + Intra-Aortic Balloon Pump (IABP)","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV014","210630.00"
"1243","Coronary Artery Bypass Graft surgery (CABG) + Valve Replacement excluding the cost of the valve","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV015","244545.00"
"1244","CABG without bypass.","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV016","210630.00"
"1245","Ascending Aorta Replacement","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV017","244545.00"
"1246","Double Valve Replacement (DVR)","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV018","210630.00"
"1247","Mitral valve Replacement(MVR)/ Aortic valve Replacement (AVR)/ Tricuspid Valve Replacement (TVR) / Pulmonary valve replacement (PVR)","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV019","160650.00"
"1248","Mitral valve (MV) Repair + Aortic valve (AV) Repair / Tricuspid Valve (TV) Repair + Pulmonary valve (PV) repair","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV020","160650.00"
"1249","Aorta Femoral Bypass","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV021","115133.00"
"1250","Blalock-Taussig Shunt (BT Shunt) / Coarctation","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV022","135660.00"
"1251","Pulmonary Artery Banding (PA Banding) Septostomy","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV023","135660.00"
"1252","Pericardiocentesis","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV024","8500.00"
"1253","Pericardiectomy","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV025","135660.00"
"1254","Patent Ductus Arteriosus (PDA)-Device Closure","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV026","98175.00"
"1255","Heart Transplant Surgery (As per Guidelines mentioned in OM.No. Z-42011/11/2021-MG/EHS Dated 1st December, 2023)","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV027","1575000.00"
"1256","Aortic Arch Replacement","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV028","244545.00"
"1257","Aortic Dissection","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV029","244545.00"
"1258","Thoraco Abdominal Aneurysm Repair","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV030","210630.00"
"1259","Embolectomy","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV031","67830.00"
"1260","Vascular Repair","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV032","67830.00"
"1261","Bentall Repair with Prosthetic Valve","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV033","244545.00"
"1262","Bentall Repair with Biologic Valve","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV034","210630.00"
"1263","Coarctation dilatation / Balloon dilatation of Aortic coarctation -Excluding the cost of Balloon","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV035","70293.00"
"1264","Coarctation dilatation with Stenting","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV036","56228.00"
"1265","Septostomy- Blade","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV037","56228.00"
"1266","Aortic stent grafting for aortic aneurysm","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV038","160650.00"
"1267","Inferior Vena Cava (IVC) filter implantation- excluding the cost of filter","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV039","29453.00"
"1268","Video Assisted Thoracoscopic Surgery (VATS) for Decortication of Lungs/Thymectomy/Other Major Surgeries","Cardiovascular And Cardiac Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","CV040","160650.00"
"1269","Sclerotherapy Injection / Banding of Haemorrhoids (cost of drug/sclerotherapy agent/band extra)","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS001","595.00"
"1270","Injection for Varicose Veins (cost of drug/sclerotherapy agent extra)","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS002","595.00"
"1271","Suturing of small wounds","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS003","1169.00"
"1272","Secondary suture of wounds","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS004","3740.00"
"1273","Debridement of wounds - Small","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS005","1403.00"
"1274","Phimosis Under LA","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS006","5100.00"
"1275","Removal Of Foreign Bodies -without C-ARM","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS007","1275.00"
"1276","Toe Nail Removal","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS008","850.00"
"1277","Excision of Cervical Lymph Node under Local Anaesthesia","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS009","2635.00"
"1278","Excision of Axillary Lymph Node under General Anaesthesia","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS010","7225.00"
"1279","Excision of Inguinal Lymph Node under Local Anaesthesia","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS011","2550.00"
"1280","Excision of Sebaceous Cysts","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS012","4250.00"
"1281","Excision of Superficial Lipoma","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS013","4250.00"
"1282","Excision of Superficial Neurofibroma","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS014","4250.00"
"1283","Excision of Dermoid Cysts","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS015","4250.00"
"1284","Excision of Keloid","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS016","7820.00"
"1285","Excision of mammary fistula","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS017","24544.00"
"1286","Haemorrhoidectomy","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS018","29453.00"
"1287","Stapler haemorrhoidectomy excluding the cost of Stapler","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS019","31238.00"
"1288","Debridement of Large wounds including Diabetic Wound under Anaesthesia","General Surgery","TIER I","NON NABH","PRIVATE WARD","GS020","24544.00"
"1289","Gastro Oesophageal Reflux Study (GER Study)","Gastro and Hepatobiliary Investigation","TIER I","NON NABH","PRIVATE WARD","GI001","2550.00"
"1290","Meckel's Scan","Gastro and Hepatobiliary/Nuclear Medicine Investigation","TIER I","NON NABH","PRIVATE WARD","GI002","2550.00"
"1291","Hepatobiliary Scintigraphy.","Gastro and Hepatobiliary/Nuclear Medicine Investigation","TIER I","NON NABH","PRIVATE WARD","GI003","3400.00"
"1292","Gastrointestinal Bleed (GloB.) Study with Technetium 99m labeled RBCs.","Gastro and Hepatobiliary/Nuclear Medicine Investigation","TIER I","NON NABH","PRIVATE WARD","GI004","5100.00"
"1293","Gastric Emptying","Gastro and Hepatobiliary/Nuclear Medicine Investigation","TIER I","NON NABH","PRIVATE WARD","GI005","2125.00"
"1294","Hepatosplenic scintigraphy with Technetium-99m radiopharmaceuticals","Gastro and Hepatobiliary/Nuclear Medicine Investigation","TIER I","NON NABH","PRIVATE WARD","GI006","4250.00"
"1295","Diagnostic Angiography","Gastroenterology/Interventional Radiology Investigation","TIER I","NON NABH","PRIVATE WARD","GI007","7820.00"
"1296","Oesophageal pH metry","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","GI008","8211.00"
"1297","Oesophageal Manometry","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","GI009","7820.00"
"1298","Small Bowel Manometry","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","GI010","8500.00"
"1299","Anorectal manometry","Gastroenterology / Endoscopic Investigation","TIER I","NON NABH","PRIVATE WARD","GI011","36550.00"
"1300","Colonic manometry","Gastroenterology / Endoscopic Investigation","TIER I","NON NABH","PRIVATE WARD","GI012","29750.00"
"1301","Biliary Manometry","Gastroenterology / Endoscopic Investigation","TIER I","NON NABH","PRIVATE WARD","GI013","36550.00"
"1302","Breath Tests (Urea breath test/ H. pylori breath test)/RUT","Gastroenterology / Endoscopic Investigation","TIER I","NON NABH","PRIVATE WARD","GI014","2457.00"
"1303","Gastroscopy/Upper GI Endoscopy with or without Biopsy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG001","3400.00"
"1304","Lower GI Endoscopy(Colonoscopy/Sigmoidoscopy) with or without Biopsy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG002","5100.00"
"1305","Endoscopic mucosal resection","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG003","11960.00"
"1306","Endoscopic Polypectomy - GIT","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG004","17850.00"
"1307","Oesophageal Stricture dilatation","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG005","7820.00"
"1308","Balloon dilatation of achalasia cardia","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG006","11960.00"
"1309","Gastrointestinal (GIT) Foreign body removal","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG007","17850.00"
"1310","Oesophageal stenting excluding the cost of stent","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG008","11390.00"
"1311","Band ligation of oesophageal varices","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG009","7225.00"
"1312","Sclerotherapy of oesophageal varices","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG010","7225.00"
"1313","Glue injection of varices","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG011","11390.00"
"1314","Argon plasma coagulation","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG012","7820.00"
"1315","Pyloric balloon dilatation","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG013","7225.00"
"1316","Enteral stenting excluding cost of the stent","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG014","17850.00"
"1317","Duodenal stricture dilation","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG015","7225.00"
"1318","Single balloon enteroscopy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG016","11390.00"
"1319","Double balloon enteroscopy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG017","17850.00"
"1320","Capsule endoscopy excluding the cost of capsule","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG018","11960.00"
"1321","Piles banding","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG019","4250.00"
"1322","Colonic stricture dilatation","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG020","7225.00"
"1323","Hot biopsy forceps procedures","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG021","7225.00"
"1324","Colonic stenting excluding cost of the stent","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG022","11390.00"
"1325","Junction biopsy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG023","4250.00"
"1326","Conjugal microscopy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG024","7225.00"
"1327","ERCP (Endoscopic Retrograde Cholangio -Pancreatography) Diagnostic","Gastro and Hepatobiliary Investigation","TIER I","NON NABH","PRIVATE WARD","MG025","11390.00"
"1328","Endoscopic sphincterotomy by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG026","17850.00"
"1329","Common Bile Duct (CBD) stone extraction by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG027","17850.00"
"1330","Common Bile Duct (CBD) stricture dilatation by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG028","17850.00"
"1331","Biliary stenting (plastic and metallic) by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG029","17850.00"
"1332","Mechanical lithotripsy of CBD stones by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG030","31238.00"
"1333","Pancreatic sphincterotomy by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG031","17850.00"
"1334","Pancreatic stricture dilatation by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG032","17850.00"
"1335","Pancreatic stone extraction by ERCP","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG033","17850.00"
"1336","Mechanical lithotripsy of pancreatic stones","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG034","31238.00"
"1337","Endoscopic cysto gastrostomy","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG035","17850.00"
"1338","Balloon dilatation of papilla","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG036","17850.00"
"1339","Percutaneous Transhepatic Biliary Drainage (PTBD)","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","PRIVATE WARD","MG037","17850.00"
"1340","Vascular Embolization","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","PRIVATE WARD","MG038","38378.00"
"1341","Transjugular Intrahepatic Portosystemic Shunt (TIPS)","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","PRIVATE WARD","MG039","47303.00"
"1342","Inferior Vena Cava (IVC) Venography and Hepatic Vein (HV Venography)","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","PRIVATE WARD","MG040","38378.00"
"1343","Muscular Stenting","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG041","47303.00"
"1344","Balloon-Occluded Retrograde Intravenous Obliteration (BRTO)","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","PRIVATE WARD","MG042","47303.00"
"1345","Portal Haemodynamic Studies","Gastroenterology/Interventional Radiology Procedures","TIER I","NON NABH","PRIVATE WARD","MG043","7225.00"
"1346","Sengstaken Blakemore (SB) Tube Tamponade","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG044","7820.00"
"1347","Lintas Machles Tube Tempode","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG045","5100.00"
"1348","EUS (Endoscopic Ultrasound) guided FNAC Excluding the cost of the Needle","Gastroenterology / Endoscopic Procedures","TIER I","NON NABH","PRIVATE WARD","MG046","14025.00"
"1349","Atresia of Oesophagus and Tracheo Oesophageal Fistula","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG001","47303.00"
"1350","Operations for Replacement of Oesophagus by Colon / Colon-Inter position or Replacement of Oesophagus","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG002","47303.00"
"1351","Heller-s Operation","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG003","38378.00"
"1352","Oesophageal Intubation (Mousseau Barbin Tube)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG004","24544.00"
"1353","Achalasia Cardia Transthoracic","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG005","38378.00"
"1354","Achalasia Cardia Abdominal","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG006","38378.00"
"1355","Pyloromyotomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG007","24544.00"
"1356","Gastrostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG008","24544.00"
"1357","Simple Closure of Perforated peptic Ulcer","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG009","31238.00"
"1358","Vagotomy Pyloroplasty / Gastro Jejunostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG010","38378.00"
"1359","Duodenojejunostomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG011","47303.00"
"1360","Partial/Subtotal Gastrectomy for Ulcer","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG012","47303.00"
"1361","Operation for Bleeding Peptic Ulcer","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG013","38378.00"
"1362","Operation for Gastrojejunal Ulcer","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG014","38378.00"
"1363","Highly Selective Vagotomy","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG015","47303.00"
"1364","Selective Vagotomy & Drainage","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG016","47303.00"
"1365","Exploratory Laparotomy (Open)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG017","24544.00"
"1366","Congenital Diaphragmatic Hernia","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG018","38378.00"
"1367","Hiatus Hernia Repair- Abdominal (excluding cost of mesh and tacker if used)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG019","32398.00"
"1368","Hiatus Hernia Repair- Transthoracic (excluding cost of mesh and tacker if used)","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG020","32398.00"
"1369","Epigastric Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG021","24544.00"
"1370","Umbilical Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG022","31238.00"
"1371","Ventral /incisional Hernia Repair - excluding the cost of mesh and tacker","Abdomen/GI Surgery Procedure","TIER I","NON NABH","PRIVATE WARD","AG023","31238.00"
